연도,대상사고 구분명,법정동코드,사고건수,사고건수 구성비,사망자수,사망자수 구성비,치사율,부상자수,부상자수 구성비
2016,야간사고,1922,53,0.06,7,0.32,13.21,84,0.06
2016,어린이사고,1923,7,0.06,0,0,0,8,0.06
2016,노인사고,1923,70,0.2,7,0.4,10,69,0.18
2016,보행자사고,1923,31,0.06,3,0.18,9.68,28,0.06
2016,자전거사고,1923,18,0.12,1,0.39,5.56,19,0.12
2016,야간사고,1923,69,0.07,2,0.09,2.9,90,0.06
2016,어린이사고,1924,9,0.08,0,0,0,11,0.08
2016,노인사고,1924,87,0.24,12,0.69,13.79,95,0.25
2016,보행자사고,1924,33,0.07,4,0.23,12.12,29,0.06
2016,자전거사고,1924,16,0.11,3,1.16,18.75,14,0.09
2016,야간사고,1924,85,0.09,13,0.6,15.29,102,0.07
2016,어린이사고,1925,47,0.42,0,0,0,63,0.44
2016,노인사고,1925,111,0.31,11,0.64,9.91,133,0.35
2016,보행자사고,1925,93,0.19,5,0.29,5.38,92,0.19
2016,자전거사고,1925,36,0.24,1,0.39,2.78,43,0.28
2016,야간사고,1925,302,0.32,8,0.37,2.65,463,0.32
2016,어린이사고,1930,10,0.09,0,0,0,12,0.08
2016,노인사고,1930,76,0.21,7,0.4,9.21,74,0.19
2016,보행자사고,1930,32,0.06,3,0.18,9.38,31,0.06
2016,자전거사고,1930,11,0.07,0,0,0,12,0.08
2016,야간사고,1930,46,0.05,8,0.37,17.39,51,0.04
2016,어린이사고,1932,7,0.06,0,0,0,11,0.08
2016,노인사고,1932,63,0.18,3,0.17,4.76,70,0.18
2016,보행자사고,1932,22,0.04,1,0.06,4.55,22,0.04
2016,자전거사고,1932,2,0.01,0,0,0,2,0.01
2016,야간사고,1932,28,0.03,2,0.09,7.14,32,0.02
2016,어린이사고,1933,6,0.05,0,0,0,8,0.06
2016,노인사고,1933,57,0.16,3,0.17,5.26,59,0.15
2016,보행자사고,1933,41,0.08,3,0.18,7.32,38,0.08
2016,자전거사고,1933,11,0.07,0,0,0,12,0.08
2016,야간사고,1933,70,0.07,4,0.19,5.71,91,0.06
2016,노인사고,1934,4,0.01,1,0.06,25,3,0.01
2016,보행자사고,1934,2,0,0,0,0,2,0
2016,야간사고,1934,6,0.01,1,0.05,16.67,5,0
2016,어린이사고,1935,63,0.56,0,0,0,69,0.49
2016,노인사고,1935,218,0.61,8,0.46,3.67,225,0.59
2016,보행자사고,1935,307,0.62,15,0.88,4.89,308,0.62
2016,자전거사고,1935,112,0.75,2,0.78,1.79,117,0.76
2016,야간사고,1935,635,0.67,19,0.88,2.99,940,0.66
2016,어린이사고,2003,48,0.43,0,0,0,50,0.35
2016,노인사고,2003,202,0.56,13,0.75,6.44,200,0.52
2016,보행자사고,2003,311,0.63,11,0.64,3.54,310,0.62
2016,자전거사고,2003,83,0.56,0,0,0,86,0.56
2016,야간사고,2003,416,0.44,15,0.7,3.61,568,0.4
2016,어린이사고,2006,45,0.4,0,0,0,63,0.44
2016,노인사고,2006,118,0.33,8,0.46,6.78,136,0.35
2016,보행자사고,2006,209,0.42,9,0.53,4.31,208,0.42
2016,자전거사고,2006,19,0.13,0,0,0,20,0.13
2016,야간사고,2006,286,0.3,3,0.14,1.05,431,0.3
2016,어린이사고,2008,112,0.99,1,1.41,0.89,144,1.01
2016,노인사고,2008,322,0.9,19,1.1,5.9,334,0.87
2016,보행자사고,2008,427,0.87,15,0.88,3.51,430,0.86
2016,자전거사고,2008,128,0.86,3,1.16,2.34,127,0.83
2016,야간사고,2008,924,0.97,24,1.11,2.6,1405,0.99
2016,어린이사고,2009,23,0.2,0,0,0,27,0.19
2016,노인사고,2009,134,0.37,6,0.35,4.48,144,0.37
2016,보행자사고,2009,105,0.21,4,0.23,3.81,109,0.22
2016,자전거사고,2009,32,0.21,2,0.78,6.25,30,0.2
2016,야간사고,2009,162,0.17,8,0.37,4.94,232,0.16
2016,어린이사고,2010,59,0.52,1,1.41,1.69,70,0.49
2016,노인사고,2010,92,0.26,6,0.35,6.52,100,0.26
2016,보행자사고,2010,260,0.53,9,0.53,3.46,262,0.53
2016,자전거사고,2010,89,0.6,0,0,0,98,0.64
2016,야간사고,2010,481,0.51,10,0.46,2.08,679,0.48
2016,어린이사고,2012,2,0.02,0,0,0,2,0.01
2016,노인사고,2012,49,0.14,4,0.23,8.16,56,0.15
2016,보행자사고,2012,15,0.03,1,0.06,6.67,15,0.03
2016,자전거사고,2012,8,0.05,0,0,0,9,0.06
2016,야간사고,2012,31,0.03,1,0.05,3.23,52,0.04
2016,어린이사고,2013,3,0.03,0,0,0,3,0.02
2016,노인사고,2013,66,0.18,10,0.58,15.15,61,0.16
2016,보행자사고,2013,37,0.08,6,0.35,16.22,32,0.06
2016,자전거사고,2013,11,0.07,1,0.39,9.09,11,0.07
2016,야간사고,2013,78,0.08,7,0.32,8.97,105,0.07
2016,어린이사고,2014,14,0.12,0,0,0,15,0.11
2016,노인사고,2014,136,0.38,8,0.46,5.88,160,0.42
2016,보행자사고,2014,58,0.12,7,0.41,12.07,55,0.11
2016,자전거사고,2014,25,0.17,2,0.78,8,25,0.16
2016,야간사고,2014,103,0.11,10,0.46,9.71,150,0.11
2016,어린이사고,2016,66,0.59,0,0,0,83,0.58
2016,노인사고,2016,180,0.5,9,0.52,5,187,0.49
2016,보행자사고,2016,258,0.52,10,0.58,3.88,260,0.52
2016,자전거사고,2016,88,0.59,2,0.78,2.27,88,0.57
2016,야간사고,2016,504,0.53,11,0.51,2.18,705,0.49
2016,어린이사고,2022,9,0.08,0,0,0,12,0.08
2016,노인사고,2022,69,0.19,9,0.52,13.04,70,0.18
2016,보행자사고,2022,59,0.12,8,0.47,13.56,53,0.11
2016,자전거사고,2022,11,0.07,1,0.39,9.09,11,0.07
2016,야간사고,2022,67,0.07,10,0.46,14.93,84,0.06
2016,어린이사고,2023,30,0.27,0,0,0,38,0.27
2016,노인사고,2023,152,0.43,7,0.4,4.61,171,0.45
2016,보행자사고,2023,112,0.23,7,0.41,6.25,114,0.23
2016,자전거사고,2023,28,0.19,0,0,0,29,0.19
2016,야간사고,2023,220,0.23,4,0.19,1.82,360,0.25
2016,어린이사고,2024,4,0.04,0,0,0,5,0.04
2016,노인사고,2024,77,0.22,2,0.12,2.6,87,0.23
2016,보행자사고,2024,46,0.09,6,0.35,13.04,44,0.09
2016,자전거사고,2024,3,0.02,0,0,0,3,0.02
2016,야간사고,2024,52,0.05,8,0.37,15.38,75,0.05
2016,어린이사고,2025,6,0.05,0,0,0,6,0.04
2016,노인사고,2025,67,0.19,8,0.46,11.94,74,0.19
2016,보행자사고,2025,37,0.08,3,0.18,8.11,35,0.07
2016,자전거사고,2025,4,0.03,0,0,0,4,0.03
2016,야간사고,2025,33,0.03,3,0.14,9.09,44,0.03
2016,어린이사고,2026,4,0.04,0,0,0,6,0.04
2016,노인사고,2026,76,0.21,5,0.29,6.58,85,0.22
2016,보행자사고,2026,17,0.03,2,0.12,11.76,15,0.03
2016,자전거사고,2026,4,0.03,0,0,0,4,0.03
2016,야간사고,2026,41,0.04,2,0.09,4.88,73,0.05
2016,어린이사고,2027,8,0.07,0,0,0,11,0.08
2016,노인사고,2027,79,0.22,3,0.17,3.8,89,0.23
2016,보행자사고,2027,30,0.06,1,0.06,3.33,30,0.06
2016,자전거사고,2027,14,0.09,0,0,0,15,0.1
2016,야간사고,2027,55,0.06,4,0.19,7.27,69,0.05
2016,어린이사고,2028,13,0.12,0,0,0,14,0.1
2016,노인사고,2028,87,0.24,8,0.46,9.2,93,0.24
2016,보행자사고,2028,38,0.08,3,0.18,7.89,35,0.07
2016,자전거사고,2028,21,0.14,1,0.39,4.76,21,0.14
2016,야간사고,2028,87,0.09,5,0.23,5.75,101,0.07
2016,어린이사고,2029,3,0.03,0,0,0,3,0.02
2016,노인사고,2029,78,0.22,6,0.35,7.69,81,0.21
2016,보행자사고,2029,32,0.06,5,0.29,15.63,27,0.05
2016,자전거사고,2029,6,0.04,0,0,0,6,0.04
2016,야간사고,2029,35,0.04,5,0.23,14.29,42,0.03
2016,어린이사고,2030,171,1.52,2,2.82,1.17,196,1.38
2016,노인사고,2030,506,1.41,24,1.39,4.74,534,1.39
2016,보행자사고,2030,818,1.66,32,1.87,3.91,816,1.64
2016,자전거사고,2030,205,1.37,6,2.33,2.93,204,1.33
2016,야간사고,2030,1355,1.42,40,1.85,2.95,1951,1.37
2016,어린이사고,2101,215,1.91,0,0,0,279,1.96
2016,노인사고,2101,462,1.29,19,1.1,4.11,489,1.27
2016,보행자사고,2101,778,1.58,24,1.4,3.08,791,1.59
2016,자전거사고,2101,123,0.82,2,0.78,1.63,127,0.83
2016,야간사고,2101,1207,1.27,24,1.11,1.99,1775,1.24
2016,어린이사고,2102,82,0.73,1,1.41,1.22,111,0.78
2016,노인사고,2102,262,0.73,18,1.04,6.87,282,0.73
2016,보행자사고,2102,227,0.46,15,0.88,6.61,226,0.45
2016,자전거사고,2102,38,0.25,0,0,0,40,0.26
2016,야간사고,2102,420,0.44,17,0.79,4.05,671,0.47
2016,어린이사고,2201,35,0.31,0,0,0,42,0.3
2016,노인사고,2201,176,0.49,7,0.4,3.98,186,0.48
2016,보행자사고,2201,302,0.61,7,0.41,2.32,324,0.65
2016,자전거사고,2201,93,0.62,0,0,0,99,0.64
2016,야간사고,2201,502,0.53,6,0.28,1.2,765,0.54
2016,어린이사고,2202,57,0.51,1,1.41,1.75,65,0.46
2016,노인사고,2202,300,0.84,8,0.46,2.67,317,0.83
2016,보행자사고,2202,353,0.72,10,0.58,2.83,352,0.71
2016,자전거사고,2202,147,0.98,4,1.55,2.72,149,0.97
2016,야간사고,2202,699,0.73,12,0.56,1.72,1016,0.71
2016,어린이사고,2203,47,0.42,0,0,0,58,0.41
2016,노인사고,2203,217,0.61,6,0.35,2.76,228,0.59
2016,보행자사고,2203,267,0.54,10,0.58,3.75,263,0.53
2016,자전거사고,2203,136,0.91,1,0.39,0.74,139,0.9
2016,야간사고,2203,627,0.66,10,0.46,1.59,900,0.63
2016,어린이사고,2204,29,0.26,0,0,0,34,0.24
2016,노인사고,2204,153,0.43,3,0.17,1.96,157,0.41
2016,보행자사고,2204,212,0.43,8,0.47,3.77,216,0.43
2016,자전거사고,2204,82,0.55,1,0.39,1.22,81,0.53
2016,야간사고,2204,389,0.41,8,0.37,2.06,579,0.41
2016,어린이사고,2205,122,1.08,1,1.41,0.82,144,1.01
2016,노인사고,2205,341,0.95,17,0.98,4.99,346,0.9
2016,보행자사고,2205,466,0.95,16,0.93,3.43,476,0.96
2016,자전거사고,2205,271,1.81,5,1.94,1.85,281,1.83
2016,야간사고,2205,1005,1.06,12,0.56,1.19,1466,1.03
2016,어린이사고,2206,89,0.79,0,0,0,105,0.74
2016,노인사고,2206,246,0.69,11,0.64,4.47,252,0.66
2016,보행자사고,2206,400,0.81,13,0.76,3.25,406,0.82
2016,자전거사고,2206,186,1.25,1,0.39,0.54,192,1.25
2016,야간사고,2206,921,0.97,15,0.7,1.63,1305,0.92
2016,어린이사고,2207,147,1.31,0,0,0,166,1.17
2016,노인사고,2207,400,1.12,9,0.52,2.25,419,1.09
2016,보행자사고,2207,680,1.38,9,0.53,1.32,700,1.41
2016,자전거사고,2207,298,2,0,0,0,306,1.99
2016,야간사고,2207,1467,1.54,15,0.7,1.02,2154,1.51
2016,어린이사고,2208,46,0.41,0,0,0,53,0.37
2016,노인사고,2208,145,0.41,6,0.35,4.14,163,0.42
2016,보행자사고,2208,158,0.32,9,0.53,5.7,166,0.33
2016,자전거사고,2208,81,0.54,1,0.39,1.23,81,0.53
2016,야간사고,2208,321,0.34,18,0.83,5.61,428,0.3
2016,어린이사고,2301,31,0.28,1,1.41,3.23,39,0.27
2016,노인사고,2301,42,0.12,1,0.06,2.38,45,0.12
2016,보행자사고,2301,97,0.2,1,0.06,1.03,104,0.21
2016,자전거사고,2301,22,0.15,0,0,0,23,0.15
2016,야간사고,2301,183,0.19,0,0,0,317,0.22
2016,어린이사고,2302,13,0.12,0,0,0,21,0.15
2016,노인사고,2302,24,0.07,2,0.12,8.33,23,0.06
2016,보행자사고,2302,42,0.09,3,0.18,7.14,42,0.08
2016,자전거사고,2302,9,0.06,0,0,0,10,0.07
2016,야간사고,2302,62,0.07,3,0.14,4.84,110,0.08
2016,어린이사고,2303,47,0.42,0,0,0,55,0.39
2016,노인사고,2303,164,0.46,6,0.35,3.66,165,0.43
2016,보행자사고,2303,356,0.72,15,0.88,4.21,357,0.72
2016,자전거사고,2303,44,0.29,1,0.39,2.27,46,0.3
2016,야간사고,2303,579,0.61,14,0.65,2.42,856,0.6
2016,어린이사고,2304,59,0.52,0,0,0,66,0.46
2016,노인사고,2304,178,0.5,3,0.17,1.69,182,0.47
2016,보행자사고,2304,409,0.83,5,0.29,1.22,425,0.85
2016,자전거사고,2304,106,0.71,3,1.16,2.83,105,0.68
2016,야간사고,2304,720,0.76,4,0.19,0.56,1063,0.75
2016,어린이사고,2305,96,0.85,1,1.41,1.04,115,0.81
2016,노인사고,2305,204,0.57,7,0.4,3.43,218,0.57
2016,보행자사고,2305,451,0.92,11,0.64,2.44,468,0.94
2016,자전거사고,2305,90,0.6,3,1.16,3.33,92,0.6
2016,야간사고,2305,940,0.99,16,0.74,1.7,1442,1.01
2016,어린이사고,2306,93,0.83,2,2.82,2.15,109,0.77
2016,노인사고,2306,153,0.43,7,0.4,4.58,162,0.42
2016,보행자사고,2306,356,0.72,12,0.7,3.37,362,0.73
2016,자전거사고,2306,75,0.5,1,0.39,1.33,77,0.5
2016,야간사고,2306,675,0.71,22,1.02,3.26,985,0.69
2016,어린이사고,2307,40,0.36,1,1.41,2.5,43,0.3
2016,노인사고,2307,82,0.23,2,0.12,2.44,84,0.22
2016,보행자사고,2307,187,0.38,6,0.35,3.21,194,0.39
2016,자전거사고,2307,65,0.44,1,0.39,1.54,64,0.42
2016,야간사고,2307,351,0.37,10,0.46,2.85,516,0.36
2016,어린이사고,2308,55,0.49,0,0,0,67,0.47
2016,노인사고,2308,104,0.29,5,0.29,4.81,103,0.27
2016,보행자사고,2308,246,0.5,7,0.41,2.85,248,0.5
2016,자전거사고,2308,80,0.54,0,0,0,87,0.57
2016,야간사고,2308,451,0.47,4,0.19,0.89,661,0.46
2016,어린이사고,2309,16,0.14,0,0,0,26,0.18
2016,노인사고,2309,63,0.18,11,0.64,17.46,56,0.15
2016,보행자사고,2309,36,0.07,6,0.35,16.67,34,0.07
2016,자전거사고,2309,12,0.08,0,0,0,12,0.08
2016,야간사고,2309,64,0.07,8,0.37,12.5,90,0.06
2016,노인사고,2310,9,0.03,3,0.17,33.33,6,0.02
2016,보행자사고,2310,10,0.02,2,0.12,20,10,0.02
2016,자전거사고,2310,1,0.01,0,0,0,1,0.01
2016,야간사고,2310,18,0.02,5,0.23,27.78,27,0.02
2016,어린이사고,2401,21,0.19,0,0,0,28,0.2
2016,노인사고,2401,90,0.25,4,0.23,4.44,92,0.24
2016,보행자사고,2401,141,0.29,3,0.18,2.13,147,0.3
2016,자전거사고,2401,32,0.21,0,0,0,34,0.22
2016,야간사고,2401,224,0.24,3,0.14,1.34,384,0.27
2016,어린이사고,2402,112,0.99,0,0,0,137,0.96
2016,노인사고,2402,196,0.55,9,0.52,4.59,210,0.55
2016,보행자사고,2402,377,0.77,9,0.53,2.39,386,0.78
2016,자전거사고,2402,62,0.42,1,0.39,1.61,64,0.42
2016,야간사고,2402,968,1.02,12,0.56,1.24,1706,1.2
2016,어린이사고,2403,134,1.19,0,0,0,157,1.1
2016,노인사고,2403,336,0.94,8,0.46,2.38,361,0.94
2016,보행자사고,2403,554,1.13,9,0.53,1.62,569,1.14
2016,자전거사고,2403,116,0.78,2,0.78,1.72,121,0.79
2016,야간사고,2403,1005,1.06,11,0.51,1.09,1682,1.18
2016,어린이사고,2404,159,1.41,1,1.41,0.63,197,1.39
2016,노인사고,2404,177,0.49,10,0.58,5.65,193,0.5
2016,보행자사고,2404,356,0.72,16,0.93,4.49,356,0.72
2016,자전거사고,2404,120,0.8,3,1.16,2.5,125,0.81
2016,야간사고,2404,992,1.04,13,0.6,1.31,1663,1.17
2016,어린이사고,2405,53,0.47,0,0,0,75,0.53
2016,노인사고,2405,142,0.4,5,0.29,3.52,146,0.38
2016,보행자사고,2405,231,0.47,7,0.41,3.03,227,0.46
2016,자전거사고,2405,36,0.24,0,0,0,37,0.24
2016,야간사고,2405,380,0.4,5,0.23,1.32,589,0.41
2016,어린이사고,2501,47,0.42,0,0,0,64,0.45
2016,노인사고,2501,226,0.63,8,0.46,3.54,248,0.65
2016,보행자사고,2501,282,0.57,9,0.53,3.19,306,0.62
2016,자전거사고,2501,101,0.68,4,1.55,3.96,100,0.65
2016,야간사고,2501,498,0.52,11,0.51,2.21,749,0.53
2016,어린이사고,2502,78,0.69,0,0,0,106,0.75
2016,노인사고,2502,230,0.64,7,0.4,3.04,237,0.62
2016,보행자사고,2502,330,0.67,6,0.35,1.82,340,0.68
2016,자전거사고,2502,117,0.78,2,0.78,1.71,123,0.8
2016,야간사고,2502,574,0.6,7,0.32,1.22,886,0.62
2016,어린이사고,2503,120,1.07,1,1.41,0.83,136,0.96
2016,노인사고,2503,300,0.84,6,0.35,2,320,0.83
2016,보행자사고,2503,558,1.13,10,0.58,1.79,574,1.15
2016,자전거사고,2503,154,1.03,1,0.39,0.65,153,1
2016,야간사고,2503,1116,1.17,11,0.51,0.99,1738,1.22
2016,어린이사고,2504,127,1.13,0,0,0,176,1.24
2016,노인사고,2504,171,0.48,5,0.29,2.92,179,0.47
2016,보행자사고,2504,253,0.51,8,0.47,3.16,252,0.51
2016,자전거사고,2504,101,0.68,1,0.39,0.99,103,0.67
2016,야간사고,2504,797,0.84,17,0.79,2.13,1309,0.92
2016,어린이사고,2505,54,0.48,0,0,0,67,0.47
2016,노인사고,2505,137,0.38,12,0.69,8.76,146,0.38
2016,보행자사고,2505,249,0.51,16,0.93,6.43,243,0.49
2016,자전거사고,2505,65,0.44,5,1.94,7.69,61,0.4
2016,야간사고,2505,446,0.47,15,0.7,3.36,608,0.43
2016,어린이사고,2601,44,0.39,0,0,0,55,0.39
2016,노인사고,2601,174,0.49,6,0.35,3.45,187,0.49
2016,보행자사고,2601,252,0.51,7,0.41,2.78,252,0.51
2016,자전거사고,2601,98,0.66,1,0.39,1.02,105,0.68
2016,야간사고,2601,477,0.5,4,0.19,0.84,704,0.49
2016,어린이사고,2602,62,0.55,0,0,0,66,0.46
2016,노인사고,2602,164,0.46,5,0.29,3.05,170,0.44
2016,보행자사고,2602,402,0.82,10,0.58,2.49,410,0.82
2016,자전거사고,2602,95,0.64,2,0.78,2.11,96,0.63
2016,야간사고,2602,736,0.77,14,0.65,1.9,1060,0.74
2016,어린이사고,2603,27,0.24,0,0,0,27,0.19
2016,노인사고,2603,39,0.11,0,0,0,44,0.11
2016,보행자사고,2603,155,0.31,0,0,0,160,0.32
2016,자전거사고,2603,20,0.13,0,0,0,22,0.14
2016,야간사고,2603,236,0.25,2,0.09,0.85,340,0.24
2016,어린이사고,2604,45,0.4,0,0,0,50,0.35
2016,노인사고,2604,74,0.21,1,0.06,1.35,89,0.23
2016,보행자사고,2604,140,0.28,4,0.23,2.86,143,0.29
2016,자전거사고,2604,57,0.38,0,0,0,61,0.4
2016,야간사고,2604,327,0.34,6,0.28,1.83,500,0.35
2016,어린이사고,2605,45,0.4,0,0,0,60,0.42
2016,노인사고,2605,147,0.41,14,0.81,9.52,170,0.44
2016,보행자사고,2605,177,0.36,10,0.58,5.65,173,0.35
2016,자전거사고,2605,35,0.23,0,0,0,36,0.23
2016,야간사고,2605,364,0.38,21,0.97,5.77,588,0.41
2016,어린이사고,2701,42,0.37,0,0,0,49,0.34
2016,노인사고,2701,71,0.2,9,0.52,12.68,75,0.2
2016,보행자사고,2701,93,0.19,10,0.58,10.75,88,0.18
2016,자전거사고,2701,37,0.25,5,1.94,13.51,34,0.22
2016,야간사고,2701,257,0.27,17,0.79,6.61,393,0.28
2017,어린이사고,1101,34,0.31,0,0,0,40,0.3
2017,노인사고,1101,192,0.51,7,0.4,3.65,200,0.49
2017,보행자사고,1101,334,0.7,8,0.48,2.4,339,0.71
2017,자전거사고,1101,57,0.41,1,0.38,1.75,62,0.43
2017,야간사고,1101,514,0.57,9,0.43,1.75,767,0.56
2017,어린이사고,1102,25,0.23,0,0,0,29,0.22
2017,노인사고,1102,156,0.42,1,0.06,0.64,168,0.41
2017,보행자사고,1102,318,0.67,1,0.06,0.31,325,0.68
2017,자전거사고,1102,27,0.19,1,0.38,3.7,29,0.2
2017,야간사고,1102,542,0.6,3,0.14,0.55,742,0.55
2017,어린이사고,1103,35,0.32,0,0,0,48,0.36
2017,노인사고,1103,163,0.43,2,0.11,1.23,170,0.42
2017,보행자사고,1103,292,0.62,8,0.48,2.74,300,0.63
2017,자전거사고,1103,63,0.45,0,0,0,70,0.48
2017,야간사고,1103,634,0.7,10,0.47,1.58,973,0.72
2017,어린이사고,1104,28,0.26,0,0,0,50,0.37
2017,노인사고,1104,161,0.43,4,0.23,2.48,168,0.41
2017,보행자사고,1104,246,0.52,3,0.18,1.22,249,0.52
2017,자전거사고,1104,100,0.71,3,1.13,3,103,0.71
2017,야간사고,1104,494,0.54,7,0.33,1.42,740,0.54
2017,어린이사고,1105,44,0.4,0,0,0,47,0.35
2017,노인사고,1105,313,0.83,11,0.62,3.51,312,0.77
2017,보행자사고,1105,521,1.1,14,0.84,2.69,516,1.08
2017,자전거사고,1105,195,1.39,2,0.75,1.03,200,1.39
2017,야간사고,1105,790,0.87,14,0.66,1.77,1028,0.76
2017,어린이사고,1106,64,0.58,0,0,0,68,0.51
2017,노인사고,1106,285,0.76,11,0.62,3.86,287,0.71
2017,보행자사고,1106,415,0.88,11,0.66,2.65,411,0.86
2017,자전거사고,1106,98,0.7,1,0.38,1.02,101,0.7
2017,야간사고,1106,709,0.78,9,0.43,1.27,960,0.71
2017,어린이사고,1107,47,0.43,0,0,0,50,0.37
2017,노인사고,1107,170,0.45,3,0.17,1.76,177,0.44
2017,보행자사고,1107,307,0.65,4,0.24,1.3,312,0.65
2017,자전거사고,1107,125,0.89,1,0.38,0.8,127,0.88
2017,야간사고,1107,427,0.47,6,0.28,1.41,571,0.42
2017,어린이사고,1108,54,0.49,0,0,0,65,0.48
2017,노인사고,1108,195,0.52,6,0.34,3.08,209,0.52
2017,보행자사고,1108,420,0.89,7,0.42,1.67,429,0.9
2017,자전거사고,1108,83,0.59,0,0,0,86,0.6
2017,야간사고,1108,483,0.53,5,0.24,1.04,700,0.52
2017,어린이사고,1109,31,0.28,0,0,0,35,0.26
2017,노인사고,1109,166,0.44,4,0.23,2.41,175,0.43
2017,보행자사고,1109,312,0.66,5,0.3,1.6,324,0.68
2017,자전거사고,1109,59,0.42,0,0,0,62,0.43
2017,야간사고,1109,448,0.49,6,0.28,1.34,596,0.44
2017,어린이사고,1110,59,0.54,0,0,0,67,0.5
2017,노인사고,1110,208,0.55,4,0.23,1.92,229,0.56
2017,보행자사고,1110,467,0.99,7,0.42,1.5,492,1.03
2017,자전거사고,1110,103,0.73,0,0,0,108,0.75
2017,야간사고,1110,962,1.06,3,0.14,0.31,1516,1.12
2017,어린이사고,1111,62,0.57,0,0,0,73,0.54
2017,노인사고,1111,231,0.62,6,0.34,2.6,235,0.58
2017,보행자사고,1111,409,0.86,6,0.36,1.47,414,0.87
2017,자전거사고,1111,140,1,3,1.13,2.14,147,1.02
2017,야간사고,1111,734,0.81,7,0.33,0.95,1038,0.76
2017,어린이사고,1112,68,0.62,0,0,0,94,0.7
2017,노인사고,1112,203,0.54,6,0.34,2.96,207,0.51
2017,보행자사고,1112,374,0.79,9,0.54,2.41,379,0.79
2017,자전거사고,1112,122,0.87,2,0.75,1.64,123,0.85
2017,야간사고,1112,647,0.71,8,0.38,1.24,899,0.66
2017,어린이사고,1113,89,0.81,0,0,0,117,0.87
2017,노인사고,1113,328,0.87,8,0.45,2.44,340,0.84
2017,보행자사고,1113,563,1.19,13,0.78,2.31,568,1.19
2017,자전거사고,1113,222,1.58,2,0.75,0.9,234,1.62
2017,야간사고,1113,1157,1.27,14,0.66,1.21,1771,1.3
2017,어린이사고,1114,46,0.42,0,0,0,54,0.4
2017,노인사고,1114,200,0.53,11,0.62,5.5,198,0.49
2017,보행자사고,1114,391,0.83,11,0.66,2.81,402,0.84
2017,자전거사고,1114,97,0.69,1,0.38,1.03,109,0.76
2017,야간사고,1114,650,0.72,10,0.47,1.54,971,0.71
2017,어린이사고,1115,32,0.29,0,0,0,34,0.25
2017,노인사고,1115,184,0.49,7,0.4,3.8,190,0.47
2017,보행자사고,1115,368,0.78,10,0.6,2.72,373,0.78
2017,자전거사고,1115,54,0.38,0,0,0,57,0.39
2017,야간사고,1115,647,0.71,8,0.38,1.24,862,0.63
2017,어린이사고,1116,103,0.94,0,0,0,123,0.92
2017,노인사고,1116,324,0.86,4,0.23,1.23,347,0.86
2017,보행자사고,1116,820,1.73,7,0.42,0.85,858,1.8
2017,자전거사고,1116,122,0.87,1,0.38,0.82,126,0.87
2017,야간사고,1116,1662,1.83,14,0.66,0.84,2445,1.8
2017,어린이사고,1117,62,0.57,1,1.85,1.61,71,0.53
2017,노인사고,1117,221,0.59,11,0.62,4.98,219,0.54
2017,보행자사고,1117,430,0.91,10,0.6,2.33,436,0.91
2017,자전거사고,1117,178,1.27,6,2.26,3.37,183,1.27
2017,야간사고,1117,595,0.66,10,0.47,1.68,814,0.6
2017,어린이사고,1118,131,1.2,0,0,0,154,1.15
2017,노인사고,1118,321,0.85,8,0.45,2.49,331,0.82
2017,보행자사고,1118,628,1.33,14,0.84,2.23,637,1.34
2017,자전거사고,1118,365,2.6,2,0.75,0.55,396,2.74
2017,야간사고,1118,1233,1.36,15,0.71,1.22,1772,1.3
2017,어린이사고,1119,93,0.85,0,0,0,112,0.83
2017,노인사고,1119,237,0.63,9,0.51,3.8,258,0.64
2017,보행자사고,1119,562,1.19,13,0.78,2.31,561,1.18
2017,자전거사고,1119,58,0.41,0,0,0,59,0.41
2017,야간사고,1119,1042,1.15,11,0.52,1.06,1599,1.18
2017,어린이사고,1120,84,0.77,0,0,0,96,0.71
2017,노인사고,1120,177,0.47,5,0.28,2.82,177,0.44
2017,보행자사고,1120,373,0.79,8,0.48,2.14,378,0.79
2017,자전거사고,1120,136,0.97,1,0.38,0.74,138,0.96
2017,야간사고,1120,559,0.62,5,0.24,0.89,757,0.56
2017,어린이사고,1121,66,0.6,0,0,0,79,0.59
2017,노인사고,1121,250,0.67,2,0.11,0.8,268,0.66
2017,보행자사고,1121,439,0.93,4,0.24,0.91,448,0.94
2017,자전거사고,1121,197,1.4,1,0.38,0.51,211,1.46
2017,야간사고,1121,785,0.86,3,0.14,0.38,1117,0.82
2017,어린이사고,1122,76,0.69,0,0,0,90,0.67
2017,노인사고,1122,212,0.56,2,0.11,0.94,225,0.55
2017,보행자사고,1122,378,0.8,5,0.3,1.32,393,0.82
2017,자전거사고,1122,138,0.98,0,0,0,146,1.01
2017,야간사고,1122,657,0.72,9,0.43,1.37,926,0.68
2017,어린이사고,1123,42,0.38,0,0,0,45,0.33
2017,노인사고,1123,146,0.39,3,0.17,2.05,150,0.37
2017,보행자사고,1123,291,0.61,5,0.3,1.72,304,0.64
2017,자전거사고,1123,108,0.77,2,0.75,1.85,110,0.76
2017,야간사고,1123,534,0.59,8,0.38,1.5,732,0.54
2017,어린이사고,1124,47,0.43,0,0,0,53,0.39
2017,노인사고,1124,200,0.53,2,0.11,1,211,0.52
2017,보행자사고,1124,437,0.92,5,0.3,1.14,449,0.94
2017,자전거사고,1124,90,0.64,0,0,0,102,0.71
