일시,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),최대 풍속(m/s),평균 풍속(m/s),평균 상대습도(%),일 최심적설(cm),평균 지면온도(°C)
2011/12/08,1.5,-2.4,4.9,,4.3,2.6,64.6,,0.6
2011/12/09,-1.6,-3.6,1.4,0.0,4.1,1.8,58.5,,-1.5
2011/12/10,-1.6,-5.7,1.1,1.2,3.8,1.2,75.4,1.6,-1.9
2011/12/11,3.1,-1.5,6.6,0.2,2.9,0.9,84.5,,0.7
2011/12/12,4.8,0.3,8.1,0.0,4.6,1.5,61.6,,1.5
2011/12/13,1.3,-4.5,8.5,,2.3,0.6,62.0,,-1.7
2011/12/14,2.2,-3.2,7.1,,5.1,1.2,72.5,,-0.3
2011/12/15,-2.3,-4.1,0.7,,5.8,2.6,47.4,,-2.9
2011/12/16,-5.6,-8.2,-2.1,,5.5,3.5,48.3,,-4.6
2011/12/17,-4.6,-11.5,-0.2,0.0,4.0,1.2,60.0,,-4.5
2011/12/18,-1.7,-5.5,2.5,0.0,3.7,1.1,62.6,,-3.5
2011/12/19,-2.7,-7.7,3.0,,3.1,1.0,58.9,,-4.2
2011/12/20,-1.2,-7.6,4.3,0.0,2.3,0.7,65.8,,-3.5
2011/12/21,2.5,-0.7,6.0,0.5,4.3,1.4,75.8,0.2,-0.9
2011/12/22,-4.1,-8.0,2.2,,6.0,4.1,41.8,,-3.9
2011/12/23,-5.0,-11.3,-0.2,3.7,3.7,1.5,46.9,5.3,-5.0
2011/12/24,-5.2,-8.8,-2.0,1.7,4.8,2.1,66.3,7.6,-1.9
2011/12/25,-6.4,-9.8,-3.0,,4.1,2.2,47.5,3.7,-2.6
2011/12/26,-6.5,-9.9,-2.6,,3.9,1.8,42.6,2.7,-3.2
2011/12/27,-5.6,-12.1,1.3,,2.3,0.6,60.4,2.1,-3.1
2011/12/28,-1.7,-8.2,3.5,0.6,3.0,0.6,74.6,1.5,-2.5
2011/12/29,-0.9,-4.7,1.8,,3.9,1.5,69.1,1.0,-2.1
2011/12/30,-4.5,-9.3,1.8,,2.3,0.7,80.3,0.4,-3.6
2011/12/31,-2.8,-8.9,2.1,,2.5,0.5,78.5,,-3.2
2012/01/01,-2.6,-6.7,0.6,0.0,6.8,2.0,72.3,,-2.2
2012/01/02,-4.8,-10.1,-0.7,,2.4,1.1,75.5,,-3.5
2012/01/03,-4.6,-7.8,0.9,0.6,6.2,1.4,78.8,1.1,-3.2
2012/01/04,-6.4,-8.6,-3.5,,4.7,2.4,63.1,1.0,-3.6
2012/01/05,-6.3,-11.5,-1.0,,3.3,0.9,68.9,0.2,-4.5
2012/01/06,-2.8,-6.4,1.9,,3.9,1.3,58.0,,-3.2
2012/01/07,-5.3,-11.0,2.1,,2.7,0.7,65.5,,-4.6
2012/01/08,-3.5,-9.2,1.3,,3.1,0.8,73.9,,-3.9
2012/01/09,-0.8,-4.2,3.0,0.0,3.3,0.9,81.1,,-2.2
2012/01/10,-1.8,-6.9,2.2,,3.9,1.6,58.1,,-3.8
2012/01/11,-4.9,-7.7,-2.1,,3.9,2.1,49.9,,-5.1
2012/01/12,-4.5,-11.7,0.6,0.0,3.1,1.1,70.1,,-4.9
2012/01/13,-1.3,-4.9,3.8,,4.3,1.4,64.3,,-3.6
2012/01/14,-2.1,-8.9,3.4,,3.7,1.0,64.1,,-4.6
2012/01/15,-2.0,-4.4,1.7,,3.0,1.4,50.0,,-3.8
2012/01/16,-0.1,-7.3,8.7,,1.9,0.3,64.9,,-4.0
2012/01/17,1.6,-2.8,8.7,,3.4,0.7,74.6,,-1.4
2012/01/18,0.3,-5.5,6.8,,2.9,0.6,62.3,,-2.9
2012/01/19,4.5,-0.7,8.3,2.0,3.6,1.3,74.3,,-0.1
2012/01/20,5.4,3.7,8.5,1.5,3.8,1.6,76.9,,0.5
2012/01/21,2.5,-1.6,5.3,1.0,3.4,1.3,79.6,,0.3
2012/01/22,-6.3,-10.6,-1.6,,5.2,3.0,47.6,,-3.2
2012/01/23,-8.3,-11.5,-4.6,,5.2,2.4,43.6,,-6.4
2012/01/24,-7.0,-12.7,-2.0,1.0,3.7,1.3,55.3,2.5,-6.4
2012/01/25,-7.5,-10.2,-4.0,0.0,5.2,2.3,52.6,2.5,-4.8
2012/01/26,-3.5,-9.8,3.2,0.0,4.2,1.2,68.3,0.2,-4.8
2012/01/27,-1.1,-7.0,5.0,0.5,4.1,1.2,78.3,1.0,-3.6
2012/01/28,-0.6,-5.2,4.0,,3.3,1.8,30.8,,-3.8
2012/01/29,-1.8,-7.2,2.8,,5.5,2.1,30.6,,-4.5
2012/01/30,-5.2,-8.2,-0.4,,4.7,1.8,38.3,,-5.9
2012/01/31,-4.3,-10.5,1.1,3.3,5.6,2.2,70.4,4.7,-4.6
2012/02/01,-11.2,-14.4,-6.2,,5.0,3.0,56.1,4.7,-3.3
2012/02/02,-12.9,-16.0,-8.1,,5.6,2.1,54.8,2.9,-4.7
2012/02/03,-8.8,-16.2,-3.5,0.0,3.3,1.0,66.0,2.1,-4.8
2012/02/04,-3.0,-6.6,2.3,0.2,5.4,1.3,63.6,1.6,-3.5
2012/02/05,-0.8,-4.9,5.8,,2.9,0.6,51.5,,-2.9
2012/02/06,1.2,-4.9,6.8,0.0,3.1,1.1,59.6,,-2.5
2012/02/07,-7.5,-10.7,1.0,0.0,5.7,3.8,47.3,,-4.5
2012/02/08,-7.4,-11.9,-3.3,0.0,5.9,2.2,52.8,,-6.8
2012/02/09,-4.1,-10.7,1.7,0.1,4.2,1.5,67.3,0.1,-5.0
2012/02/10,-2.4,-7.0,2.5,,5.3,1.9,57.0,,-3.8
2012/02/11,-4.2,-10.7,1.4,,4.7,1.4,51.8,,-5.1
2012/02/12,-0.7,-6.4,5.4,,3.1,0.9,54.9,,-3.1
2012/02/13,2.3,-2.0,8.6,,2.5,0.6,48.1,,-0.9
2012/02/14,2.7,-2.5,8.9,,4.6,1.8,60.9,,-0.6
2012/02/15,-0.2,-3.0,4.1,,4.4,2.5,38.8,,-1.6
2012/02/16,-2.1,-7.7,2.7,,5.9,2.8,44.0,,-2.8
2012/02/17,-5.1,-8.0,-1.5,,7.0,3.1,42.5,,-4.1
2012/02/18,-5.8,-10.5,-2.5,,5.3,2.4,48.1,,-4.5
2012/02/19,-4.6,-11.5,1.5,,4.0,1.5,49.4,,-4.1
2012/02/20,-1.2,-8.4,6.2,,4.1,1.2,65.0,,-2.6
2012/02/21,1.8,-3.6,7.6,,3.1,0.8,65.8,,-1.3
2012/02/22,5.5,-3.3,12.2,,5.3,1.5,59.0,,0.2
2012/02/23,4.2,-0.6,8.7,0.3,4.8,1.9,75.0,,1.4
2012/02/24,3.7,-2.6,10.1,0.1,5.4,1.7,75.9,,0.2
2012/02/25,1.6,-1.8,4.7,,5.6,2.5,65.4,,-0.1
2012/02/26,-1.0,-3.3,3.5,,3.9,2.1,42.9,,-1.2
2012/02/27,-0.9,-6.4,5.4,,4.3,1.6,46.6,,-1.1
2012/02/28,1.7,-5.4,8.5,,3.4,1.0,49.0,,-1.0
2012/02/29,5.1,-3.1,12.5,,3.4,1.1,48.8,,0.8
2012/03/01,7.4,0.9,14.8,,3.9,1.1,41.9,,1.5
2012/03/02,6.4,4.3,8.6,0.1,3.5,1.3,64.3,,0.7
2012/03/03,7.8,3.0,13.2,,5.6,2.5,57.9,,2.3
2012/03/04,6.9,3.7,10.1,0.0,6.4,4.1,58.1,,1.2
2012/03/05,5.4,3.9,7.7,12.0,7.0,4.1,81.6,,1.9
2012/03/06,3.6,2.2,5.2,4.0,6.3,3.6,88.5,,1.0
2012/03/07,3.4,0.5,9.0,,4.4,2.1,71.3,,
2012/03/08,2.6,-1.4,6.6,,5.2,2.2,56.1,,1.5
2012/03/09,3.0,-3.0,9.1,,3.4,1.3,63.9,,2.7
2012/03/10,3.3,0.1,7.9,,5.0,1.8,69.6,,3.2
2012/03/11,-1.1,-3.7,2.4,,7.0,4.3,49.5,,1.7
2012/03/12,-1.0,-5.1,4.2,,6.1,2.3,48.8,,1.3
2012/03/13,1.3,-4.2,7.0,,4.0,1.4,66.6,,2.2
2012/03/14,3.3,-0.1,7.4,0.0,4.7,2.2,79.0,,1.6
2012/03/15,4.7,-3.9,12.9,,3.9,0.9,58.0,,4.4
2012/03/16,8.1,3.2,13.5,3.5,5.1,2.2,64.1,,6.2
2012/03/17,9.7,7.2,14.8,3.0,3.2,1.2,85.4,,10.6
2012/03/18,6.2,3.1,10.0,,5.6,2.2,76.5,,8.5
2012/03/19,3.1,-0.5,7.1,,4.9,2.2,52.9,,4.1
2012/03/20,3.2,-1.2,8.2,,6.3,3.0,42.5,,3.6
2012/03/21,4.1,-2.2,10.0,,4.5,1.5,49.5,,4.3
2012/03/22,7.0,2.7,11.5,0.0,3.3,1.3,71.1,,7.8
2012/03/23,5.6,3.0,9.4,18.0,4.6,2.5,90.3,,5.8
2012/03/24,4.1,2.3,7.8,2.0,9.2,4.6,64.4,,5.6
2012/03/25,4.0,0.4,7.3,,7.5,3.4,52.1,,4.7
2012/03/26,3.9,-0.8,8.2,,5.2,2.2,47.5,,4.2
2012/03/27,6.5,-1.4,12.9,,4.5,1.7,64.9,,4.7
2012/03/28,9.5,5.0,16.0,,4.1,1.2,71.1,,9.7
2012/03/29,11.7,2.5,17.7,0.0,6.8,2.1,70.4,,9.8
2012/03/30,8.7,5.8,13.3,0.5,4.3,2.0,87.5,,9.5
2012/03/31,6.2,2.3,10.7,,6.6,2.9,51.1,,7.3
2012/04/01,4.7,0.8,9.2,,4.5,2.2,36.4,,5.9
2012/04/02,9.5,1.8,16.8,16.5,5.5,2.0,64.6,,7.5
2012/04/03,5.8,2.4,11.3,45.5,8.7,4.1,72.5,,6.8
2012/04/04,6.7,0.8,14.8,,7.0,2.7,73.3,,7.4
2012/04/05,6.4,0.8,12.2,,7.9,2.8,61.6,,7.7
2012/04/06,5.6,1.3,10.2,,8.7,3.6,53.3,,6.4
2012/04/07,6.4,1.5,13.0,,4.3,1.9,44.3,,7.6
2012/04/08,11.4,2.7,19.0,,6.9,2.3,59.9,,10.6
2012/04/09,14.8,10.5,23.2,,2.9,1.3,72.6,,15.1
2012/04/10,13.4,9.9,17.9,4.5,4.9,1.4,88.5,,12.6
2012/04/11,11.1,6.6,16.0,1.5,6.3,2.4,86.5,,12.6
2012/04/12,8.2,3.1,14.3,0.0,5.0,1.8,62.1,,9.5
2012/04/13,9.8,6.9,15.3,,4.8,1.5,63.3,,10.2
2012/04/14,9.4,6.3,16.4,,3.7,1.7,81.9,,11.9
2012/04/15,12.1,4.8,22.1,,4.8,1.5,71.9,,14.1
2012/04/16,9.8,5.1,16.8,,4.6,1.4,77.6,,12.9
2012/04/17,12.2,4.8,19.4,,3.8,1.5,54.9,,14.7
2012/04/18,14.3,5.6,22.4,,3.4,1.1,49.1,,15.6
2012/04/19,16.2,9.5,23.9,,5.1,1.5,47.0,,17.0
2012/04/20,18.7,14.3,24.1,,6.0,3.1,47.0,,17.7
2012/04/21,13.3,11.7,16.9,36.0,7.8,5.2,82.1,,12.4
2012/04/22,10.1,8.7,13.8,5.0,6.6,3.0,96.0,,11.1
2012/04/23,13.9,9.3,20.7,,3.1,1.0,86.8,,14.4
2012/04/24,19.3,9.9,28.5,,3.1,0.9,70.1,,18.8
2012/04/25,15.4,9.3,21.0,15.0,8.1,3.6,77.4,,14.3
2012/04/26,11.5,8.0,16.2,1.5,6.2,3.4,65.0,,15.2
2012/04/27,14.4,6.1,23.3,,5.8,2.2,47.9,,14.8
2012/04/28,16.9,9.5,23.2,,4.3,1.5,54.6,,16.7
2012/04/29,18.9,12.3,25.6,,3.3,1.2,70.0,,19.0
2012/04/30,22.0,12.8,29.1,,7.5,2.5,54.9,,20.9
2012/05/01,22.0,16.2,28.1,,3.7,1.9,60.8,,20.4
2012/05/02,22.6,17.8,28.7,,4.4,1.9,60.9,,21.6
2012/05/03,19.9,15.0,26.0,,5.1,2.3,64.5,,20.3
2012/05/04,19.4,13.3,25.6,,5.0,1.9,59.4,,20.9
2012/05/05,17.8,12.7,24.9,,6.3,2.3,57.1,,19.5
2012/05/06,17.0,9.8,24.3,,5.5,1.8,50.9,,19.0
2012/05/07,17.3,9.7,24.8,,4.4,1.3,53.6,,19.5
2012/05/08,19.2,11.2,27.9,,3.5,1.1,52.4,,18.8
2012/05/09,18.7,13.5,26.4,,3.8,1.5,65.6,,21.1
2012/05/10,19.5,12.4,27.2,,4.6,1.4,61.6,,20.4
2012/05/11,17.1,14.1,21.2,,5.9,2.4,63.9,,18.8
2012/05/12,17.1,13.2,22.2,,4.4,1.9,66.0,,19.0
2012/05/13,18.8,14.0,25.7,,3.0,1.3,66.5,,20.5
2012/05/14,16.4,15.8,17.8,9.5,3.3,1.1,88.3,,17.0
2012/05/15,16.2,12.2,22.3,,4.3,2.2,79.8,,19.8
2012/05/16,16.7,11.9,22.4,0.3,4.2,1.7,75.4,,19.4
2012/05/17,15.8,12.3,20.4,2.0,5.8,1.6,73.6,,18.8
2012/05/18,17.3,10.5,24.9,,3.9,1.5,66.5,,19.2
2012/05/19,18.9,10.9,25.5,,3.4,1.2,52.6,,19.3
2012/05/20,19.2,11.8,27.5,,5.1,1.2,58.0,,20.5
2012/05/21,22.0,14.2,28.5,,4.2,1.5,51.6,,21.4
2012/05/22,22.0,14.8,29.1,,4.8,1.2,51.9,,22.6
2012/05/23,20.8,15.9,27.5,,4.1,1.6,56.1,,22.3
2012/05/24,18.9,14.3,24.2,,3.7,1.3,65.6,,20.5
2012/05/25,19.5,14.9,26.1,,4.6,1.6,65.8,,21.7
2012/05/26,18.5,11.7,25.2,0.0,4.5,1.4,63.9,,18.9
2012/05/27,20.2,14.3,25.5,0.0,6.2,1.5,66.3,,21.1
2012/05/28,20.1,16.9,24.9,4.5,3.3,1.1,78.8,,20.6
2012/05/29,21.4,16.4,25.6,,4.2,1.4,47.8,,20.7
2012/05/30,20.2,17.3,24.3,0.2,6.6,2.2,62.4,,19.5
2012/05/31,20.4,16.4,26.3,0.0,5.0,2.0,71.4,,21.4
2012/06/01,20.5,14.9,26.4,,4.1,1.3,68.3,,22.2
2012/06/02,22.1,17.5,28.5,,4.0,1.5,58.5,,23.1
2012/06/03,22.2,15.8,28.5,,3.9,1.4,54.0,,23.8
2012/06/04,22.8,16.6,28.9,,3.7,1.4,50.0,,23.9
2012/06/05,22.5,19.8,27.4,0.0,4.6,1.9,69.1,,24.5
2012/06/06,22.3,19.0,27.9,,4.7,1.9,75.6,,24.8
2012/06/07,22.2,18.4,28.7,,4.0,1.4,76.8,,24.2
2012/06/08,21.1,17.8,26.4,0.3,3.4,1.2,81.4,,22.0
2012/06/09,23.2,18.1,28.7,,4.1,1.3,72.9,,24.0
2012/06/10,22.5,18.6,28.1,,4.4,1.6,75.5,,23.9
2012/06/11,22.9,19.9,26.6,0.0,3.8,1.5,73.3,,23.6
2012/06/12,23.3,18.7,29.2,,5.8,1.7,67.8,,25.4
2012/06/13,23.0,18.8,29.4,,4.6,2.3,66.0,,24.5
2012/06/14,24.8,20.4,31.2,,5.6,2.8,60.9,,26.3
2012/06/15,23.3,20.2,27.0,,6.5,3.7,64.8,,24.3
2012/06/16,23.1,19.1,28.5,,5.1,1.9,71.8,,26.3
2012/06/17,23.0,17.4,29.3,,4.8,1.9,65.3,,27.0
2012/06/18,23.9,19.2,30.1,,4.1,1.4,65.6,,26.2
2012/06/19,25.9,19.6,33.9,,4.7,2.0,58.0,,28.4
2012/06/20,24.9,21.5,30.4,,4.4,2.5,63.6,,27.8
2012/06/21,24.4,20.1,31.6,,4.0,1.6,71.5,,24.5
2012/06/22,23.1,19.2,28.9,0.0,5.7,1.9,78.3,,25.1
2012/06/23,25.3,20.0,31.4,,4.0,1.4,70.1,,26.3
2012/06/24,26.5,20.9,31.5,,5.3,2.3,65.3,,25.5
2012/06/25,26.2,21.8,31.9,,7.2,3.8,51.1,,26.2
2012/06/26,24.8,20.6,30.4,,6.0,3.9,55.6,,25.2
2012/06/27,24.5,19.5,30.2,,6.1,3.8,58.6,,25.8
2012/06/28,25.0,20.5,29.6,,4.7,1.9,63.0,,25.0
2012/06/29,25.6,21.9,31.2,17.0,4.0,1.8,72.1,,27.1
2012/06/30,22.1,20.1,24.6,83.5,5.6,2.9,94.1,,23.2
2012/07/01,21.9,19.1,26.5,0.0,3.5,1.7,86.6,,23.1
2012/07/02,23.8,20.7,29.0,,4.6,1.6,77.8,,25.3
2012/07/03,23.8,19.0,27.8,0.0,3.4,1.4,83.5,,24.9
2012/07/04,24.7,23.0,28.2,0.0,4.6,2.0,86.6,,25.7
2012/07/05,23.5,21.8,25.1,50.5,5.8,1.8,93.3,,24.5
2012/07/06,21.6,20.3,22.3,276.5,7.9,2.0,96.4,,22.3
2012/07/07,24.5,18.0,31.4,,4.4,1.3,71.5,,26.6
2012/07/08,24.7,19.6,29.8,,4.5,1.7,75.5,,27.2
2012/07/09,25.5,20.2,31.7,,3.2,1.2,75.3,,26.8
2012/07/10,25.5,21.4,29.1,4.5,5.1,2.4,78.4,,25.2
2012/07/11,23.2,21.1,27.8,8.0,4.4,2.4,93.0,,24.4
2012/07/12,25.0,21.1,28.9,0.0,3.3,1.4,80.5,,25.5
2012/07/13,26.2,22.3,29.7,25.5,6.3,1.8,83.1,,27.3
2012/07/14,24.4,21.9,27.9,55.0,4.7,2.1,90.3,,25.3
2012/07/15,20.9,19.8,22.0,97.5,6.8,3.2,96.6,,22.2
2012/07/16,22.4,19.0,26.2,0.5,2.0,1.0,85.4,,24.1
2012/07/17,25.2,21.6,29.0,0.5,4.3,1.5,82.4,,25.3
2012/07/18,26.6,24.4,30.5,3.0,4.6,2.5,83.4,,26.0
2012/07/19,24.1,22.7,26.0,44.0,7.0,3.4,92.6,,25.3
2012/07/20,26.2,22.6,30.6,0.5,3.0,1.3,78.9,,27.8
2012/07/21,27.6,23.7,32.1,,3.0,1.1,76.8,,29.3
2012/07/22,27.4,24.5,31.5,5.5,3.5,1.6,82.9,,28.3
2012/07/23,27.6,25.5,31.7,0.2,4.7,2.0,83.0,,28.0
2012/07/24,28.1,25.1,32.9,,3.6,1.6,78.5,,29.3
2012/07/25,27.3,23.3,32.4,,3.4,1.4,78.9,,29.4
2012/07/26,27.7,23.0,32.3,,3.5,1.3,75.0,,29.8
2012/07/27,27.5,23.4,32.0,,4.2,1.8,78.3,,29.1
2012/07/28,28.1,24.3,33.1,,3.2,1.5,77.0,,29.9
2012/07/29,29.0,25.0,33.3,0.0,4.8,2.2,77.3,,30.1
2012/07/30,28.5,25.6,32.7,0.5,4.6,2.1,79.5,,28.9
2012/07/31,29.1,26.0,33.1,0.1,3.9,1.6,77.0,,29.9
2012/08/01,31.3,25.4,36.9,,5.2,1.6,67.8,,30.8
2012/08/02,31.3,26.8,35.7,,6.1,3.6,60.4,,30.2
2012/08/03,31.5,27.8,35.2,,6.4,4.0,60.9,,31.0
2012/08/04,31.6,27.3,37.0,,3.8,2.0,62.3,,31.8
2012/08/05,31.9,26.8,37.4,,3.9,1.6,58.6,,31.4
2012/08/06,31.5,26.6,36.3,,4.1,1.6,65.3,,30.6
2012/08/07,30.8,27.0,35.2,,5.1,2.6,61.3,,33.6
2012/08/08,29.5,25.4,34.0,,4.9,2.5,62.8,,32.0
2012/08/09,28.4,25.2,33.3,0.0,4.5,1.8,76.6,,32.0
2012/08/10,25.9,24.0,28.4,1.0,4.6,1.3,84.8,,27.3
2012/08/11,27.6,24.1,32.2,,2.9,1.2,74.0,,29.0
2012/08/12,25.0,23.2,27.4,36.5,5.3,1.4,90.6,,26.2
2012/08/13,27.1,22.6,33.0,0.4,3.6,1.5,73.9,,28.4
2012/08/14,26.7,23.8,30.7,12.0,5.5,3.0,75.6,,27.9
2012/08/15,24.6,23.2,27.6,91.0,6.1,2.1,95.0,,25.2
2012/08/16,25.8,23.0,28.9,,2.6,1.0,82.0,,26.8
2012/08/17,27.0,24.4,31.7,18.5,4.1,1.4,86.0,,27.5
2012/08/18,27.4,25.4,30.1,0.5,4.2,1.5,88.8,,27.5
2012/08/19,27.6,25.6,30.5,0.5,5.1,2.2,86.6,,27.6
2012/08/20,25.6,24.1,27.4,139.5,5.8,1.9,95.8,,26.3
2012/08/21,25.5,23.7,28.7,33.5,5.6,1.1,93.8,,26.7
2012/08/22,22.6,20.3,24.8,24.5,4.4,1.5,89.8,,24.9
2012/08/23,23.6,20.8,28.1,0.0,5.0,3.2,80.4,,24.5
2012/08/24,24.0,21.4,27.8,8.0,5.4,3.1,81.4,,24.1
2012/08/25,25.9,22.5,30.1,7.5,3.8,1.6,87.8,,26.2
2012/08/26,28.6,24.4,34.2,0.2,3.3,1.3,77.5,,28.1
2012/08/27,29.0,23.8,33.1,,6.2,3.2,68.0,,28.1
2012/08/28,26.9,22.1,29.9,5.5,14.1,8.6,74.4,,24.3
2012/08/29,26.1,22.9,29.6,0.1,7.9,3.2,77.9,,26.7
2012/08/30,21.6,19.1,25.1,47.0,7.8,2.4,93.1,,23.1
2012/08/31,23.5,17.9,27.9,,5.1,2.1,78.1,,24.8
2012/09/01,24.7,22.2,28.5,2.0,4.2,1.7,85.9,,26.3
2012/09/02,23.9,20.0,29.5,0.5,3.4,1.3,82.8,,25.7
2012/09/03,25.1,21.4,29.1,,2.7,1.0,80.3,,25.9
2012/09/04,21.8,19.8,25.0,74.0,5.3,2.0,94.1,,23.5
2012/09/05,22.2,17.1,25.4,16.0,4.5,2.0,71.5,,23.9
2012/09/06,21.1,14.8,27.4,,4.1,1.4,65.8,,22.9
2012/09/07,22.5,16.4,28.4,18.0,4.7,1.6,73.5,,23.4
2012/09/08,21.0,19.4,24.1,14.0,9.3,3.2,79.3,,22.8
2012/09/09,21.2,18.1,25.1,,2.9,1.1,76.6,,22.3
2012/09/10,23.0,17.3,29.0,,2.8,0.9,73.9,,23.4
2012/09/11,22.7,17.8,28.6,,3.1,1.4,67.9,,23.6
2012/09/12,21.9,18.7,25.0,,2.6,0.9,77.9,,22.4
2012/09/13,20.2,18.7,21.9,11.0,3.5,0.7,94.6,,21.8
2012/09/14,19.6,17.4,22.8,4.0,3.2,1.3,76.5,,21.6
2012/09/15,21.0,16.6,25.8,,2.7,1.1,71.1,,21.7
2012/09/16,19.8,18.0,22.1,4.0,4.6,2.1,73.3,,20.2
2012/09/17,18.1,17.0,20.9,86.0,7.6,3.5,91.1,,18.3
2012/09/18,20.9,17.4,25.0,,4.3,1.9,80.6,,21.9
2012/09/19,19.4,16.9,24.5,9.5,4.8,1.6,84.3,,20.4
2012/09/20,20.0,14.7,25.3,0.0,3.2,1.0,80.6,,21.5
2012/09/21,19.9,16.2,24.9,,3.3,1.0,82.0,,20.8
2012/09/22,20.2,14.5,26.4,,3.2,0.9,73.5,,21.0
2012/09/23,20.5,14.9,26.8,,3.2,0.8,68.9,,21.1
2012/09/24,20.7,15.2,28.0,,2.8,0.8,68.9,,22.0
2012/09/25,20.8,15.4,27.9,,3.4,1.3,66.8,,21.8
2012/09/26,20.7,16.3,26.2,,3.2,1.2,68.9,,20.9
2012/09/27,19.5,16.3,23.0,,4.0,1.7,74.8,,20.2
2012/09/28,18.2,15.0,23.5,1.0,4.8,1.6,80.5,,18.7
2012/09/29,16.4,13.5,20.0,1.0,4.9,1.9,70.3,,18.3
2012/09/30,15.9,11.3,21.0,,3.7,1.1,76.5,,18.8
2012/10/01,17.5,11.2,24.6,,3.3,1.0,75.9,,19.4
2012/10/02,18.1,12.8,24.9,,2.8,0.8,79.8,,18.1
2012/10/03,19.4,13.8,26.1,,2.6,1.0,75.8,,19.6
2012/10/04,18.5,12.9,24.4,,4.0,1.2,75.8,,19.5
2012/10/05,18.5,13.9,23.4,,2.9,1.1,78.6,,19.3
2012/10/06,18.6,14.4,24.4,,3.7,0.9,75.1,,18.9
2012/10/07,18.3,12.6,25.3,,3.8,1.1,69.4,,18.7
2012/10/08,17.4,13.4,24.1,,4.0,1.5,66.8,,17.6
2012/10/09,16.3,10.8,22.0,,2.5,0.7,76.0,,17.3
2012/10/10,15.1,10.9,20.8,18.5,5.9,1.7,82.4,,15.7
2012/10/11,13.2,8.1,19.2,,3.9,1.3,61.8,,14.7
2012/10/12,14.1,6.6,22.2,,3.1,0.7,68.3,,14.7
2012/10/13,15.6,9.3,23.4,,2.9,0.8,68.3,,15.7
2012/10/14,15.9,10.7,22.8,,4.6,1.4,55.3,,14.6
2012/10/15,13.7,6.5,22.1,,3.5,1.0,53.3,,13.4
2012/10/16,16.5,8.3,23.8,0.0,5.3,1.6,64.3,,15.6
2012/10/17,13.2,8.8,16.2,2.0,5.5,2.4,65.4,,14.0
2012/10/18,10.9,3.9,17.4,,4.3,1.0,60.5,,11.5
2012/10/19,13.6,8.3,20.1,,3.8,0.9,65.5,,12.7
2012/10/20,15.2,8.1,21.0,,3.9,1.2,76.3,,13.9
2012/10/21,17.8,14.0,23.8,,2.0,0.7,78.8,,16.7
2012/10/22,13.5,9.3,17.0,47.5,5.7,2.7,84.8,,13.5
2012/10/23,10.3,5.0,15.1,0.0,5.0,2.1,59.1,,11.5
2012/10/24,12.1,7.7,18.7,,4.2,1.4,76.1,,11.8
2012/10/25,14.3,9.5,20.0,0.0,2.4,0.7,79.9,,13.8
2012/10/26,15.1,9.5,22.7,,3.2,0.8,75.0,,13.3
2012/10/27,14.8,12.7,16.8,28.5,4.8,2.6,91.3,,13.7
2012/10/28,14.8,10.7,18.6,0.0,5.4,2.6,72.3,,14.2
2012/10/29,11.8,6.3,17.1,,2.7,0.5,69.3,,11.8
2012/10/30,8.9,4.5,12.8,0.1,5.0,2.0,65.3,,10.2
2012/10/31,7.2,2.1,12.5,2.0,5.6,1.1,66.1,,8.1
2012/11/01,6.2,3.5,10.6,,5.4,2.4,52.5,,6.5
2012/11/02,6.7,-1.0,13.1,,3.5,1.0,57.9,,6.0
2012/11/03,8.5,1.3,16.3,,2.2,0.5,63.4,,7.0
2012/11/04,11.8,8.2,15.3,4.5,7.4,3.4,70.5,,9.4
2012/11/05,9.0,7.0,11.8,3.5,4.0,0.8,94.5,,9.5
2012/11/06,7.6,5.5,9.8,7.0,4.5,1.7,90.1,,8.9
2012/11/07,7.9,2.6,12.3,,4.2,1.0,84.6,,7.6
2012/11/08,8.7,5.0,13.7,,2.2,0.5,89.5,,8.3
2012/11/09,8.0,1.4,15.4,,3.7,1.0,81.3,,7.6
2012/11/10,12.4,6.9,15.8,0.0,7.6,4.1,60.4,,8.8
2012/11/11,9.7,6.4,12.8,19.5,9.4,4.2,77.5,,9.2
2012/11/12,8.3,7.0,9.7,4.5,8.3,3.4,77.5,,7.9
2012/11/13,6.2,3.2,9.4,7.0,7.1,2.8,72.1,,6.9
2012/11/14,3.6,0.8,7.2,,4.3,2.3,63.4,,3.9
2012/11/15,3.7,-0.5,10.1,,2.5,0.9,69.8,,3.4
2012/11/16,4.9,-1.0,8.5,7.5,3.0,1.1,86.0,,4.2
2012/11/17,6.2,2.6,9.1,2.0,5.1,2.3,72.0,,6.3
2012/11/18,3.5,-1.8,9.2,,2.2,0.9,60.0,,2.6
2012/11/19,4.0,0.2,8.8,4.0,6.2,2.2,72.3,,3.9
2012/11/20,2.4,-1.4,7.1,,5.1,1.5,61.5,,1.8
2012/11/21,3.2,-1.6,9.6,,2.0,0.5,77.0,,2.5
2012/11/22,6.2,-0.2,11.3,0.1,2.5,0.6,81.1,,4.1
2012/11/23,4.2,1.6,7.6,,3.8,2.0,70.6,,4.5
2012/11/24,1.6,-1.9,7.4,,3.5,1.4,61.4,,1.6
2012/11/25,3.1,-3.2,7.7,0.4,2.0,0.6,70.9,,2.4
2012/11/26,3.0,-0.1,6.4,1.5,7.1,2.7,65.5,,3.5
