표지일련번호,표지종별,lon,lat
UR(오산시)-[오산로]-하-22,2방향표지,127.0685017,37.15190976
UR(오산시)-[가장산업서북로]-상-8,3방향표지,127.0343007,37.16526797
UR(오산시)-[경기동로186번길]-상-2,2방향표지,127.0923332,37.15877992
UR(오산시)-[부산중앙로]-하-1,3방향도로명표지,127.0910714,37.15077224
UR(오산시)-[오산천로]-하-8,분기점표지,127.0649816,37.15212081
UR(오산시)-[오산천로]-하-10,분기점표지,127.0636434,37.15024387
UR(오산시)-[성호대로]-하-10,2방향도로명예고표지,127.0893531,37.14820603
UR(오산시)-[성호대로]-하-12,2방향도로명표지,127.0872653,37.14826285
UR(오산시)-[성호대로]-하-13,2방향도로명예고표지,127.0863534,37.14827992
UR(오산시)-[성호대로]-상-13,3방향도로명표지,127.084307,37.14847438
RR-310[가장로]-하-144,3방향표지,127.0428084,37.15746181
UR(오산시)-[부원로]-상-1,3방향도로명표지,127.0841059,37.1481579
RR-82[성호대로]-하-47,사설표지(허가),127.0654553,37.14915093
RR-310[가장로]-상-167,2방향도로명표지,127.0312902,37.16165921
RR-310[가장로]-하-154,2방향표지,127.0436639,37.15680291
UR(오산시)-[청학로]-하-844,3방향예고표지,127.0626467,37.15230595
UR(오산시)-[청학로]-하-845,3방향표지,127.0616535,37.15032927
UR(오산시)-[삼미로]-하-1,3방향표지,127.0691097,37.17199105
UR(오산시)-[삼미로]-하-2,3방향표지,127.0652635,37.17564564
UR(오산시)-[삼미로]-하-4,2방향표지,127.0627076,37.17614127
NR-1[경기대로]-상-2271,3방향예고표지,127.0439934,37.19351894
UR(오산시)-[문시로]-상-14,3방향표지,127.062649,37.18937571
UR(오산시)-[북삼미로]-하-8,3방향표지,127.06279,37.18992443
NR-1[경기대로]-상-2277,2방향표지,127.0576072,37.17818739
UR(오산시)-[수목원로]-상-8,2방향표지,127.0404446,37.18720659
UR(오산시)-[독산성로]-상-14,2방향표지,127.0399349,37.18718095
NR-1[경기대로]-상-2281,2방향예고표지,127.064011,37.16961525
NR-1[경기대로]-하-2049,3방향예고표지,127.0644294,37.16681528
UR(오산시)-[수목원로]-하-9,3방향표지,127.0463358,37.17763524
UR(오산시)-[수목원로]-하-10,3방향예고표지,127.0446996,37.17926796
UR(오산시)-[수청로]-상-1,3방향표지,127.0463627,37.17729749
UR(오산시)-[수목원로]-하-11,2방향표지,127.0503056,37.17424989
NR-1[경기대로]-상-2284,2방향표지,127.0677172,37.16254536
UR(오산시)-[수목원로]-하-12,2방향예고표지,127.0486053,37.17589963
UR(오산시)-[오산대역로]-하-4,3방향예고표지,127.0553109,37.17000504
UR(오산시)-[수목원로]-하-14,3방향표지,127.0522533,37.17012469
UR(오산시)-[오산대역로]-상-2,3방향표지,127.0518912,37.16974853
UR(오산시)-[오산대역로]-하-5,3방향표지,127.045572,37.17006045
UR(오산시)-[세남로]-하-5,2방향표지,127.0360447,37.19394757
UR(오산시)-[양산로]-하-18,2방향표지,127.0280343,37.19540587
UR(오산시)-[양산로398번길]-하-1,2방향표지,127.0289785,37.19503401
UR(오산시)-[양산로398번길]-상-1,2방향예고표지,127.0303089,37.19445286
UR(오산시)-[양산로398번길]-하-2,2방향표지,127.0303291,37.19435483
UR(오산시)-[양산로398번길]-하-3,2방향표지,127.0353556,37.19063699
UR(오산시)-[수청로]-상-5,2방향표지,127.0406199,37.17786317
UR(오산시)-[독산성로]-하-18,3방향표지,127.0385177,37.18648717
UR(오산시)-[문시로]-상-19,관광지표지(사설 관광지표지 제외),127.0513268,37.18961882
UR(오산시)-[문시로]-상-21,미분류,127.0498945,37.18968716
UR(오산시)-10[동부대로]-상-6,미분류,127.0782989,37.14533677
RR-82[경기동로]-상-221,3방향표지,127.0830022,37.15828754
RR-310[남부대로]-상-122,시/군계표지,127.0925186,37.12962478
RR-310[남부대로]-하-105,사설표지(허가),127.0825737,37.13449922
RR-310[남부대로]-하-108,3방향표지,127.0810542,37.13576794
UR(오산시)-[독산성로]-상-21,2방향도로명표지,127.0244813,37.17737424
UR(오산시)-[남부대로]-상-40,미분류,127.0664462,37.135946
UR(오산시)-[남부대로]-하-19,2방향표지,127.0547336,37.13427892
UR(오산시)-[남부대로]-하-24,2방향표지,127.0531769,37.13408085
UR(오산시)-[지곶중앙로]-하-4,3방향도로명예고표지,127.026951,37.17815283
UR(오산시)-[지곶중앙로]-하-5,3방향도로명예고표지,127.0249797,37.17653928
UR(오산시)-[청학로]-상-774,사설표지(허가),127.0647292,37.15716997
UR(오산시)-[궐리사로]-하-1,사설표지(허가),127.059381,37.15908096
RR-82[발안로]-하-202,사설표지(허가),127.0470281,37.14130562
UR(오산시)-[가장산업동로]-상-1,2방향표지,127.0421213,37.15983607
UR(오산시)-[가장산업서로]-상-2,3방향표지,127.0343018,37.1626941
UR(오산시)-[가장산업서로]-하-4,2방향표지,127.0296207,37.1632552
UR(오산시)-[가장산업서로]-하-5,2방향표지,127.0293524,37.1635117
UR(오산시)-[오산로]-상-19,2방향예고표지,127.0663845,37.15983234
UR(오산시)-[가장산업서로]-상-5,2방향표지,127.0290359,37.16324238
UR(오산시)-[가장산업서북로]-하-5,3방향표지,127.0299318,37.16564014
UR(오산시)-[가장산업서북로]-하-6,3방향표지,127.0296368,37.16586243
UR(오산시)-[가장산업서북로]-하-7,3방향표지,127.0323668,37.16550315
UR(오산시)-[오산로]-하-21,하천표지,127.0678796,37.15561
UR(오산시)-[오산로]-하-25,3방향도로명표지,127.0684098,37.14921876
UR(오산시)-[대원로]-상-2111,3방향도로명표지,127.0692841,37.14650556
ER-1-하-1,분기점표지,127.0718789,37.14876908
UR(오산시)-[오산로]-하-28,3방향표지,127.0686918,37.13905072
RR-82[경기동로]-상-225,3방향표지,127.0859389,37.15873708
UR(오산시)-하-59,2방향도로명표지,127.0875363,37.14849582
UR(오산시)-[성호대로]-상-12,3방향도로명예고표지,127.0849641,37.14845731
UR(오산시)-[서부로]-하-823,3방향표지,127.0420477,37.1581672
UR(오산시)-[성호대로]-하-15,3방향도로명표지,127.083945,37.14833746
RR-310[가장로]-상-162,3방향표지,127.0416133,37.15801323
RR-310[가장로]-상-163,3방향예고표지,127.040063,37.15890676
UR(오산시)-[부원로]-하-2,2방향표지,127.0846239,37.14453978
RR-310[가장로]-상-170,2방향예고표지,127.0358398,37.16057748
RR-82[성호대로]-하-51,사설표지(허가),127.0643088,37.14926599
RR-82[성호대로]-하-52,하천표지,127.0622435,37.14948189
UR(오산시)-[법원로]-하-5,2방향예고표지,127.05633,37.15559852
