무인교통단속카메라관리번호,시도명,시군구명,도로종류,도로노선번호,도로노선명,도로노선방향,소재지도로명주소,소재지지번주소,위도,경도,설치장소,단속구분,제한속도,단속구간위치구분,과속단속구간길이,보호구역구분,설치년도,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
G0585,제주특별자치도,제주시,지방도,1132번,일주동로,,,제주특별자치도 제주시 조천읍 신촌리 1657-4,33.5261364,126.6234112,인수물교차로 (함덕 → 삼양),01+02,70,,,,,제주지방경찰청,064-798-3052,2020-05-31,1333203,경찰청 제주특별자치도경찰청
G0586,제주특별자치도,제주시,지방도,97번,번영로,,제주특별자치도 제주시 구좌읍 비자림로 1224,제주특별자치도 제주시 구좌읍 송당리 2635-6,33.43528909,126.7359035,대천교차로 (제주시 → 표선),01+02,70,,,,,제주지방경찰청,064-798-3052,2020-05-31,1333203,경찰청 제주특별자치도경찰청
G0587,제주특별자치도,서귀포시,지방도,1116번,한창로,,제주특별자치도 서귀포시 안덕면 창천중앙로 63,제주특별자치도 서귀포시 안덕면 창천리 73-2,33.26819096,126.3694036,창천네거리슈퍼 앞 (제주 → 중문),1,60,,,,,제주지방경찰청,064-798-3052,2020-05-31,1333203,경찰청 제주특별자치도경찰청
G0588,제주특별자치도,제주시,지방도,1132번,일주동로,,제주특별자치도 제주시 조천읍 일주동로 906,제주특별자치도 제주시 조천읍 조천리 2281-5,33.53297716,126.6379407,영창공업사 앞 (제주 → 구좌),1,60,,,,,제주지방경찰청,064-798-3052,2020-05-31,1333203,경찰청 제주특별자치도경찰청
G0589,제주특별자치도,서귀포시,지방도,1132번,일주동로,,제주특별자치도 서귀포시 성산읍 일주동로 4186,제주특별자치도 서귀포시 성산읍 오조리 998-1,33.45492608,126.9102771,코델리아호텔 앞 (구좌 → 성산),1,50,,,2,,제주지방경찰청,064-798-3052,2020-05-31,1333203,경찰청 제주특별자치도경찰청
G0669,제주특별자치도,제주시,지방도,1131번,중앙로,,제주특별자치도 제주시 인다8길 5,제주특별자치도 제주시 아라일동 6174,33.47634006,126.5452693,아라동주민센터 앞 (제대 → 여고),01+02,50,,,2,,제주지방경찰청,064-798-3052,2020-05-31,1333203,경찰청 제주특별자치도경찰청
G0670,제주특별자치도,제주시,시도,1001번,연삼로,,제주특별자치도 제주시 연삼로 550,제주특별자치도 제주시 일도이동 115-13,33.50246304,126.5477802,동광초 입구 사거리 (8호광장→거로4가),01+02,50,,,,,제주지방경찰청,064-798-3052,2020-05-31,1333203,경찰청 제주특별자치도경찰청
G0671,제주특별자치도,제주시,시도,1022번,우평로,,제주특별자치도 제주시 우평로 318,제주특별자치도 제주시 외도일동 646-1,33.48498216,126.433522,외도부영아파트 앞 (도평→외도),1,50,,,,,제주지방경찰청,064-798-3052,2020-05-31,1333203,경찰청 제주특별자치도경찰청
G0965,제주특별자치도,제주시,시도,1001번,연삼로,,제주특별자치도 제주시 연삼로 507,제주특별자치도 제주시 이도이동 409-6,33.50088171,126.5433718,제주은행 사거리 (삼양 → 연동),01+02,50,,,,,제주지방경찰청,064-798-3052,2020-05-31,1333203,경찰청 제주특별자치도경찰청
G1309,제주특별자치도,서귀포시,지방도,1132번,일주동로,,제주특별자치도 서귀포시 남원읍 일주동로 6734,제주특별자치도 서귀포시 남원읍 태흥리 121-4,33.29421979,126.7580552,삼덕교차로 (표선 → 서귀포),01+02,50,,,1,,제주지방경찰청,064-798-3052,2020-05-31,1333203,경찰청 제주특별자치도경찰청
G1647,제주특별자치도,서귀포시,지방도,1118번,남조로,,,제주특별자치도 서귀포시 표선면 가시리 산 158-1,33.3953432,126.685036,사려니숲길 입구 (제주시 → 남원),1,60,,,,,제주지방경찰청,064-798-3052,2020-05-31,1333203,경찰청 제주특별자치도경찰청
G1681,제주특별자치도,서귀포시,지방도,1115번,산록남로,,,제주특별자치도 서귀포시 하원동 산 72-5,33.2905715,126.4624464,구 탐라대입구 사거리 동측 (평화로 → 서귀포),1,60,1,8.7,,,제주지방경찰청,064-798-3052,2020-05-31,1333203,경찰청 제주특별자치도경찰청
G1682,제주특별자치도,서귀포시,지방도,1115번,산록남로,,,제주특별자치도 서귀포시 동홍동 2151-1,33.2916343,126.5546768,산록남로교차로 서측 (평화로 → 서귀포),1,60,2,8.7,,,제주지방경찰청,064-798-3052,2020-05-31,1333203,경찰청 제주특별자치도경찰청
G1683,제주특별자치도,서귀포시,지방도,1115번,산록남로,,,제주특별자치도 서귀포시 동홍동 2151-1,33.291706,126.554661,산록남로교차로 서측 (서귀포 → 평화로),1,60,1,8.7,,,제주지방경찰청,064-798-3052,2020-05-31,1333203,경찰청 제주특별자치도경찰청
G1684,제주특별자치도,서귀포시,지방도,1115번,산록남로,,,제주특별자치도 서귀포시 하원동 산 72-5,33.2906702,126.4624196,구 탐라대입구 사거리 동측 (서귀포 → 평화로),1,60,2,8.7,,,제주지방경찰청,064-798-3052,2020-05-31,1333203,경찰청 제주특별자치도경찰청
G1685,제주특별자치도,서귀포시,지방도,1132번,일주동로,,,제주특별자치도 서귀포시 서호동 142-4,33.2469625,126.5251978,수모루교차로 (중문 → 서귀포),01+02,70,,,,,제주지방경찰청,064-798-3052,2020-05-31,1333203,경찰청 제주특별자치도경찰청
G1686,제주특별자치도,서귀포시,지방도,1132번,일주동로,,,제주특별자치도 서귀포시 호근동 663-4,33.2549433,126.5408619,용당교차로 (중문 → 서귀포),01+02,70,,,,,제주지방경찰청,064-798-3052,2020-05-31,1333203,경찰청 제주특별자치도경찰청
G1687,제주특별자치도,서귀포시,지방도,1132번,일주동로,,제주특별자치도 서귀포시 일주동로 9217,제주특별자치도 서귀포시 법환동 816-9,33.24899258,126.5082192,서귀포 이마트 앞 삼거리 (중문 → 서귀포),01+02,70,,,,,제주지방경찰청,064-798-3052,2020-05-31,1333203,경찰청 제주특별자치도경찰청
G1688,제주특별자치도,서귀포시,지방도,1136번,중산간동로,,제주특별자치도 서귀포시 중산간동로 8025,제주특별자치도 서귀포시 동홍동 1580-6,33.26404678,126.5593717,서홍사거리 (서귀포시2청사 → 서귀포오일장),01+02,50,,,,,제주지방경찰청,064-798-3052,2020-05-31,1333203,경찰청 제주특별자치도경찰청
G1777,제주특별자치도,제주시,지방도,1132번,일주서로,,,제주특별자치도 제주시 한림읍 금능리 2207-2,33.3821882,126.2356426,금능사거리 (제주 → 고산),01+02,70,,,,,제주지방경찰청,064-798-3052,2020-05-31,1333203,경찰청 제주특별자치도경찰청
G1778,제주특별자치도,제주시,지방도,1132번,일주서로,,제주특별자치도 제주시 한림읍 한림중앙로 116,제주특별자치도 제주시 한림읍 동명리 1537-7,33.40501768,126.2686732,동명사거리 (제주 → 고산),01+02,70,,,,,제주지방경찰청,064-798-3052,2020-05-31,1333203,경찰청 제주특별자치도경찰청
아주-0035,경상남도,거제시,일반국도,14번,거제대로,3,경상남도 거제시 거제대로3549,경상남도 거제시 아주동 740-2,34.875099,128.692562,대우조선서문앞,4,0,,,,,거제시,055-639-4547,2020-09-14,5370000,경상남도 거제시
F9737,제주특별자치도,서귀포시,지방도,1135번,평화로,,,제주특별자치도 서귀포시 안덕면 광평리 산 123-5,33.3380449,126.3561213,광평교차로 동측 (서귀포 → 제주시),1,80,1,13.8,,,제주지방경찰청,064-798-3052,2020-05-31,1333203,경찰청 제주특별자치도경찰청
F9738,제주특별자치도,서귀포시,지방도,1135번,평화로,,,제주특별자치도 서귀포시 안덕면 광평리 산 123-5,33.3380449,126.3561213,광평교차로 동측 (서귀포 → 제주시),1,80,1,13.8,,,제주지방경찰청,064-798-3052,2020-05-31,1333203,경찰청 제주특별자치도경찰청
F9739,제주특별자치도,제주시,지방도,1135번,평화로,,,제주특별자치도 제주시 애월읍 광령리 2670-1,33.4405876,126.4293242,제주공룡랜드 입구 (서귀포 → 제주시),1,80,2,13.8,,,제주지방경찰청,064-798-3052,2020-05-31,1333203,경찰청 제주특별자치도경찰청
F9740,제주특별자치도,제주시,지방도,1135번,평화로,,,제주특별자치도 제주시 애월읍 광령리 2670-1,33.4405966,126.4293349,제주공룡랜드 입구 (서귀포 → 제주시),1,80,2,13.8,,,제주지방경찰청,064-798-3052,2020-05-31,1333203,경찰청 제주특별자치도경찰청
F9796,제주특별자치도,서귀포시,시도,323번,동홍로,,제주특별자치도 서귀포시 동홍로 303,제주특별자치도 서귀포시 동홍동 944-1,33.27456567,126.5672146,남주중고교입구 (혁신도시→동홍동),01+02,50,,,,,제주지방경찰청,064-798-3052,2020-05-31,1333203,경찰청 제주특별자치도경찰청
F9797,제주특별자치도,서귀포시,지방도,1132번,일주동로,,제주특별자치도 서귀포시 일주동로 8374,제주특별자치도 서귀포시 토평동 240-3,33.25928143,126.5928921,토평초교 입구 (효돈 → 비석거리),01+02,70,,,,,제주지방경찰청,064-798-3052,2020-05-31,1333203,경찰청 제주특별자치도경찰청
G0041,제주특별자치도,서귀포시,지방도,1132번,일주서로,,제주특별자치도 서귀포시 일주서로 1229,제주특별자치도 서귀포시 상예동 3700,33.26391482,126.3818366,중문SP리조트 앞 (창천 → 서귀포),1,70,,,,,제주지방경찰청,064-798-3052,2020-05-31,1333203,경찰청 제주특별자치도경찰청
G0042,제주특별자치도,서귀포시,지방도,1132번,일주서로,,제주특별자치도 서귀포시 천제연로 355,제주특별자치도 서귀포시 회수동 597-1,33.25242951,126.4423844,중문입구 삼거리 (예래동 → 서귀포),1,70,,,,,제주지방경찰청,064-798-3052,2020-05-31,1333203,경찰청 제주특별자치도경찰청
G0043,제주특별자치도,서귀포시,지방도,1136번,중산간동로,,제주특별자치도 서귀포시 중산간동로8184번길 2,제주특별자치도 서귀포시 서홍동 1780-1,33.2629113,126.5425534,샘터어린이집 앞 (서귀포 → 중문),1,50,,,2,,제주지방경찰청,064-798-3052,2020-05-31,1333203,경찰청 제주특별자치도경찰청
G0044,제주특별자치도,서귀포시,지방도,1116번,한창로,,,제주특별자치도 서귀포시 안덕면 동광리 649-1,33.2997059,126.3460262,테디밸리골프장 북측 800m (중문 → 서귀포),1,80,,,,,제주지방경찰청,064-798-3052,2020-05-31,1333203,경찰청 제주특별자치도경찰청
G0162,제주특별자치도,제주시,지방도,1132번,일주동로,,제주특별자치도 제주시 일주동로 60-8,제주특별자치도 제주시 화북이동 4942-8,33.51286519,126.5531291,제주교대 앞 (인제 → 삼양),1,50,,,2,,제주지방경찰청,064-798-3052,2020-05-31,1333203,경찰청 제주특별자치도경찰청
G0163,제주특별자치도,제주시,지방도,1132번,일주동로,,,제주특별자치도 제주시 구좌읍 평대리 1903-2,33.5337912,126.8341407,계룡동 입구 (구좌 → 제주시),1,60,,,,,제주지방경찰청,064-798-3052,2020-05-31,1333203,경찰청 제주특별자치도경찰청
G0164,제주특별자치도,제주시,시도,1012번,남광로,,제주특별자치도 제주시 남광로 170,제주특별자치도 제주시 일도이동 115,33.50031718,126.5517316666,대유대림아파트 앞 (한마음병원  → 하나로마트),1,50,,,,,제주지방경찰청,064-798-3052,2020-05-31,1333203,경찰청 제주특별자치도경찰청
G0165,제주특별자치도,제주시,지방도,1132번,일주서로,,제주특별자치도 제주시 일주서로 7618,제주특별자치도 제주시 이호이동 780-1,33.49500512,126.460389,오도마을 입구 (외도 → 노형),1,60,,,,,제주지방경찰청,064-798-3052,2020-05-31,1333203,경찰청 제주특별자치도경찰청
G0166,제주특별자치도,서귀포시,지방도,1132번,일주서로,,제주특별자치도 서귀포시 안덕면 일주서로 1996,제주특별자치도 서귀포시 안덕면 덕수리 3004,33.25086275,126.3046244,덕수초교 입구 (안덕 → 대정),1,50,,,2,,제주지방경찰청,064-798-3052,2020-05-31,1333203,경찰청 제주특별자치도경찰청
G0174,제주특별자치도,제주시,시도,3021번,오라로,,,제주특별자치도 제주시 오라삼동 2326-1,33.4990558,126.5068864,남문종합상사 북측 (오라동주민센터 → 오라오거리),1,50,,,,,제주지방경찰청,064-798-3052,2020-05-31,1333203,경찰청 제주특별자치도경찰청
G0323,제주특별자치도,서귀포시,지방도,1132번,일주동로,,제주특별자치도 서귀포시 성산읍 고성중앙로 89,제주특별자치도 서귀포시 성산읍 고성리 1135-12,33.45005834,126.9116115,동마트 앞 사거리 (제주시 → 표선),01+02,50,,,2,,제주지방경찰청,064-798-3052,2020-05-31,1333203,경찰청 제주특별자치도경찰청
G0324,제주특별자치도,제주시,지방도,97번,번영로,,,제주특별자치도 제주시 조천읍 대흘리 1209-3,33.4689217,126.6779897,대흘교차로 (표선 → 제주시),01+02,70,,,,,제주지방경찰청,064-798-3052,2020-05-31,1333203,경찰청 제주특별자치도경찰청
G0325,제주특별자치도,제주시,지방도,97번,번영로,,제주특별자치도 제주시 조천읍 번영로 1143,제주특별자치도 제주시 조천읍 와흘리 125-3,33.47109181,126.6570591,남조로교차로 (표선 → 제주시),01+02,70,,,,,제주지방경찰청,064-798-3052,2020-05-31,1333203,경찰청 제주특별자치도경찰청
G0475,제주특별자치도,서귀포시,지방도,1131번,516로,,제주특별자치도 서귀포시 중산간동로 7781,제주특별자치도 서귀포시 토평동 2269-3,33.26723936,126.5847583,토평사거리 (성판악 → 서귀포),01+02,60,,,,,제주지방경찰청,064-798-3052,2020-05-31,1333203,경찰청 제주특별자치도경찰청
G0527,제주특별자치도,서귀포시,지방도,1131번,516로,,제주특별자치도 서귀포시 516로 463,제주특별자치도 서귀포시 상효동 1288-13,33.29260686,126.5943822,영천슈퍼 앞 (516도로 → 동홍동 ),1,60,,,,,제주지방경찰청,064-798-3052,2020-05-31,1333203,경찰청 제주특별자치도경찰청
G0528,제주특별자치도,서귀포시,지방도,1132번,일주동로,,제주특별자치도 서귀포시 일주동로 8620-4,제주특별자치도 서귀포시 동홍동 447-5,33.25472273,126.5672438,동홍사거리 (비석거리 → 솜반천),01+02,60,,,,,제주지방경찰청,064-798-3052,2020-05-31,1333203,경찰청 제주특별자치도경찰청
G0529,제주특별자치도,서귀포시,지방도,1132번,일주서로,,제주특별자치도 서귀포시 서호남로 92-16,제주특별자치도 서귀포시 법환동 12-3,33.2480065,126.5198351,LH주공2단지 앞 (서귀포 → 중문),1,70,,,,,제주지방경찰청,064-798-3052,2020-05-31,1333203,경찰청 제주특별자치도경찰청
장평-0047,경상남도,거제시,기타,해당없음,장평로,3,경상남도 거제시 장평로6길25,경상남도 거제시 장평동 13-1,34.892881,128.613308,장평동대한아파트,4,0,,,,,거제시,055-639-4547,2020-09-14,5370000,경상남도 거제시
F8750,부산광역시,남구,3,20번,수영로,,,부산 남구 대연동 48-1,35.139852,129.105013,남구 대연동 48-1 수영로 대남교차로,2,50,,,,,부산지방경찰청,051-899-3066,2020-09-04,1321858,경찰청 부산광역시경찰청
F8751,부산광역시,수영구,3,2003번,광남로,,,부산 수영구 민락동 29-25,35.159726,129.126761,수영구 민락동 광남로 255 민락초교앞,2,50,,,,,부산지방경찰청,051-899-3067,2020-09-04,1321858,경찰청 부산광역시경찰청
F8752,부산광역시,강서구,3,77번,가락대로,,,부산 강서구 봉림동 73-117,35.179523,128.900796,강서구 봉림동 73-117 가락대로 통전마을 앞 횡단보도,2,70,,,,,부산지방경찰청,051-899-3068,2020-09-04,1321858,경찰청 부산광역시경찰청
F8733,부산광역시,동구,3,71번,충장대로,,,부산 동구 범일동 1642,35.130085,129.060575,동구 범일동 1642 충장대로 항만삼거리,1,60,,,,,부산지방경찰청,051-899-3049,2020-09-04,1321858,경찰청 부산광역시경찰청
F8753,부산광역시,해운대구,3,4004번,재반로,,,해운대구 재송동 1149-1,35.193171,129.129188,해운대구 재송동 재반로 172 반산초등학교 앞,2,30,,,,,부산지방경찰청,051-899-3069,2020-09-04,1321858,경찰청 부산광역시경찰청
F8754,부산광역시,부산진구,3,30번,가야대로,,,부산 부산진구 부전동 503-15,35.157448,129.055023,부산진구 부전동 가야대로 772 롯데호텔앞,2,50,,,,,부산지방경찰청,051-899-3070,2020-09-04,1321858,경찰청 부산광역시경찰청
F8755,부산광역시,사상구,3,41번,낙동대로,,,부산 사상구 괘법동 517-17,35.168271,128.976879,사상구 덕포동 낙동대로 1212 로케트밧데리앞,2,50,,,,,부산지방경찰청,051-899-3071,2020-09-04,1321858,경찰청 부산광역시경찰청
F8756,부산광역시,사하구,3,43번,다대로,,,부산 사하구 장림동 492-7,35.072015,128.976815,사하구 장림동 다대로 343 극동정림@앞,2,50,,,,,부산지방경찰청,051-899-3072,2020-09-04,1321858,경찰청 부산광역시경찰청
F8757,부산광역시,해운대구,3,40번,해운대로,,,부산 해운대구 우동 961-7,35.162683,129.145681,해운대구 우동 961-7 해운대로 롯데@입구,2,50,,,,,부산지방경찰청,051-899-3073,2020-09-04,1321858,경찰청 부산광역시경찰청
F8758,부산광역시,해운대구,3,4005번,해운대해변로,,,부산 해운대구 중동 1762,35.166322,129.171949,해운대구 중동 해운대해변로 394 동일@앞,2,50,,,,,부산지방경찰청,051-899-3074,2020-09-04,1321858,경찰청 부산광역시경찰청
F8799,울산광역시,울주군,1,65번,동해고속도로,,,울산 울주군 온양읍 운화리 산 159-105,35.415936,129.263826,"동해고속도로(부산-포항) 30K 온양IC 1차로(울주군 온양읍 운화리 산159-105, 부산→울산)",1,80,,,,,부산지방경찰청,051-899-3075,2020-09-04,1321858,경찰청 부산광역시경찰청
F8800,울산광역시,울주군,1,65번,동해고속도로,,,울산 울주군 온양읍 운화리 산 159-105,35.415936,129.263826,"동해고속도로(부산-포항) 30K 온양IC 2차로(울주군 온양읍 운화리 산159-105, 부산→울산)",1,80,,,,,부산지방경찰청,051-899-3076,2020-09-04,1321858,경찰청 부산광역시경찰청
F8801,울산광역시,울주군,1,65번,동해고속도로,,,울산 울주군 온양읍 운화리 산 159-105,35.415936,129.263826,"동해고속도로(부산-포항) 30K 온양IC 3차로(울주군 온양읍 운화리 산159-105, 부산→울산)",1,80,,,,,부산지방경찰청,051-899-3077,2020-09-04,1321858,경찰청 부산광역시경찰청
F8802,울산광역시,울주군,1,65번,동해고속도로,,,울산 울주군 청량면 동천리 산 49-2,35.472946,129.283461,"동해고속도로(부산-포항) 36.8K 청량IC 1차로(울주군 청량면 동천리 산49-2, 부산→울산)",1,80,,,,,부산지방경찰청,051-899-3078,2020-09-04,1321858,경찰청 부산광역시경찰청
F8803,울산광역시,울주군,1,65번,동해고속도로,,,울산 울주군 청량면 동천리 산 49-2,35.472946,129.283461,"동해고속도로(부산-포항) 36.8K 청량IC 2차로(울주군 청량면 동천리 산49-2, 부산→울산)",1,80,,,,,부산지방경찰청,051-899-3079,2020-09-04,1321858,경찰청 부산광역시경찰청
F8804,울산광역시,울주군,1,65번,동해고속도로,,,울산 울주군 청량면 동천리 산 49-2,35.472946,129.283461,"동해고속도로(부산-포항) 36.8K 청량IC 3차로(울주군 청량면 동천리 산49-2, 부산→울산)",1,80,,,,,부산지방경찰청,051-899-3080,2020-09-04,1321858,경찰청 부산광역시경찰청
F8805,부산광역시,서구,3,66번,감천로,,,부산 서구 암남동 76-4,35.079385,129.017799,서구 암남동 감천로 282 약수탕 앞,2,50,,,,,부산지방경찰청,051-899-3081,2020-09-04,1321858,경찰청 부산광역시경찰청
F8913,부산광역시,남구,3,2002번,용호로,,,부산 남구 용호동 542-18,35.111727,129.111105,남구 용호동 용호로 229 하나로마트 맞은편,2,50,,,,,부산지방경찰청,051-899-3082,2020-09-04,1321858,경찰청 부산광역시경찰청
F8914,부산광역시,남구,3,6604번,분포로,,,부산 남구 용호동 964,35.132693,129.116164,남구 분포로 101 용호만유람선터미널(용호동→남천동),2,50,,,,,부산지방경찰청,051-899-3083,2020-09-04,1321858,경찰청 부산광역시경찰청
F8915,부산광역시,북구,3,40번,만덕대로,,,부산 북구 만덕동 941-2,35.213694,129.026326,북구 만덕동 941-2 만덕대로 동일@입구,2,50,,,,,부산지방경찰청,051-899-3084,2020-09-04,1321858,경찰청 부산광역시경찰청
F8916,부산광역시,북구,99,0번,덕천로276번길,,,부산 북구 만덕동 838-1,35.206519,129.034131,북구 만덕동 838-1 덕천로276번길 백양초교,1,30,,,,,부산지방경찰청,051-899-3085,2020-09-04,1321858,경찰청 부산광역시경찰청
F8917,부산광역시,기장군,3,5002번,용수로,,,부산 기장군 정관읍 용수리 1312-1,35.326046,129.177957,기장군 정관읍 용수리 1312-1 용수로 가동초교,2,50,,,,,부산지방경찰청,051-899-3086,2020-09-04,1321858,경찰청 부산광역시경찰청
F8918,부산광역시,기장군,3,5001번,정관로,,,부산 기장군 정관읍 달산리 1201,35.319692,129.186714,기장군 정관읍 달산리 1201 정관로 달산초등학교 맞은편,2,50,,,,,부산지방경찰청,051-899-3087,2020-09-04,1321858,경찰청 부산광역시경찰청
F8919,부산광역시,기장군,3,91번,반송로,,,부산 기장군 철마면 고촌리 685,35.237745,129.172505,기장군 철마면 고촌리 685 반송로 안평역,2,60,,,,,부산지방경찰청,051-899-3088,2020-09-04,1321858,경찰청 부산광역시경찰청
F9085,부산광역시,기장군,2,14번,기장대로,,,부산 기장군 기장읍 석산리 102-10,35.209837,129.209091,기장군 기장읍 기장대로 148 이랴이랴 앞,1,60,,,,,부산지방경찰청,051-899-3089,2020-09-04,1321858,경찰청 부산광역시경찰청
F9086,부산광역시,사하구,99,0번,서포로,,,부산 사하구 구평동 506-4,35.082913,128.986511,사하구 구평동 서포로 36 삼일냉장 앞,2,50,,,,,부산지방경찰청,051-899-3090,2020-09-04,1321858,경찰청 부산광역시경찰청
F9087,부산광역시,연제구,3,6103번,고분로,,,부산 연제구 연산동 2178-1,35.184337,129.113799,연제구 연산동 2178-1 고분로 월륜교차로,2,50,,,,,부산지방경찰청,051-899-3091,2020-09-04,1321858,경찰청 부산광역시경찰청
F8724,부산광역시,강서구,3,77번,녹산산업대로,,,부산 강서구 송정동 1727,35.088889,128.849441,강서구 송정동 1727 녹산산업대로 7번신호등,1,70,,,,,부산지방경찰청,051-899-3040,2020-09-04,1321858,경찰청 부산광역시경찰청
F8725,부산광역시,강서구,99,0번,과학산단1로,,,부산 강서구 지사동 1207-1,35.139425,128.820543,강서구 지사동 과학산단1로 151 보배터널출구 400M,1,50,,,,,부산지방경찰청,051-899-3041,2020-09-04,1321858,경찰청 부산광역시경찰청
F8726,경상남도,양산시,1,1번,경부고속도로,,,경남 양산시 동면 석산리 94-3,35.327421,129.046001,"경부고속도로 12KM 지점(양산시 동면 석산리 94-3, 부산→서울)",1,80,,,,,부산지방경찰청,051-899-3042,2020-09-04,1321858,경찰청 부산광역시경찰청
F8727,경상남도,김해시,1,10번,남해고속도로,,,경남 김해시 진례면 청천리 381,35.266681,128.750388,"남해고속도로 138.9KM 지점(김해시 진례면 청천리 381, 창원→부산)",1,80,,,,,부산지방경찰청,051-899-3043,2020-09-04,1321858,경찰청 부산광역시경찰청
F8728,부산광역시,금정구,3,11번,번영로,,,부산 금정구 오륜동 산 204-14,35.237907,129.112194,금정구 오륜동 산204-14 번영로 오륜터널 400M앞,1,80,,,,,부산지방경찰청,051-899-3044,2020-09-04,1321858,경찰청 부산광역시경찰청
F8729,부산광역시,기장군,2,14번,기장대로,,,부산 기장군 일광면 청광리 160-8,35.295041,129.236673,기장군 일광면 청광리 160-8 기장대로 청광마을입구,1,70,,,,,부산지방경찰청,051-899-3045,2020-09-04,1321858,경찰청 부산광역시경찰청
F8730,부산광역시,남구,3,66번,황령대로,,,부산 남구 대연동 198,35.144102,129.100936,남구 대연동 황령대로 401-2 대연램프,1,60,,,,,부산지방경찰청,051-899-3046,2020-09-04,1321858,경찰청 부산광역시경찰청
F8731,부산광역시,수영구,3,20번,수영로,,,부산 수영구 광안동 143-1,35.157351,129.113251,수영구 광안동 수영로 582 장대골교차로,1,50,,,,,부산지방경찰청,051-899-3047,2020-09-04,1321858,경찰청 부산광역시경찰청
F8732,부산광역시,동래구,3,7102번,우장춘로,,,부산 동래구 온천동 1038-1,35.212918,129.071496,동래구 온천동 우장춘로 57 우장춘기념관 맞은편,1,50,,,,,부산지방경찰청,051-899-3048,2020-09-04,1321858,경찰청 부산광역시경찰청
F8734,부산광역시,동구,3,71번,충장대로,,,부산 동구 좌천동 68-853,35.129261,129.057957,동구 좌천동 65-853 충장대로 해양항만청 맞은편,1,60,,,,,부산지방경찰청,051-899-3050,2020-09-04,1321858,경찰청 부산광역시경찰청
F8735,부산광역시,부산진구,3,30번,가야대로,,,부산 부산진구 가야동 5-60,35.156095,129.045021,부산진구 가야동 가야대로 670 새마을금고앞,1,50,,,,,부산지방경찰청,051-899-3051,2020-09-04,1321858,경찰청 부산광역시경찰청
F8736,부산광역시,부산진구,3,33번,백양관문로,,,부산 부산진구 개금동 55,35.161845,129.030702,부산진구 개금3동 백양관문로 31 광무여중앞,1,50,,,,,부산지방경찰청,051-899-3052,2020-09-04,1321858,경찰청 부산광역시경찰청
F8737,부산광역시,북구,3,3502번,덕천로,,,부산 북구 덕천동 301-3,35.208057,129.009278,북구 덕천동 덕천로 41 동성베스트빌라앞,1,50,,,,,부산지방경찰청,051-899-3053,2020-09-04,1321858,경찰청 부산광역시경찰청
F8738,부산광역시,북구,2,35번,금곡대로,,,부산 북구 화명동 2162,35.245025,129.012975,북구 화명동 금곡대로 414 금곡고교앞,1,50,,,,,부산지방경찰청,051-899-3054,2020-09-04,1321858,경찰청 부산광역시경찰청
F8739,부산광역시,사상구,3,35번,백양대로,,,부산 사상구 덕포동 789,35.169608,128.988592,사상구 덕포동 백양대로 706 신라대입구 교차로,1,50,,,,,부산지방경찰청,051-899-3055,2020-09-04,1321858,경찰청 부산광역시경찰청
F8740,부산광역시,사상구,3,35번,백양대로,,,부산 사상구 모라동 641-2,35.181641,128.988435,사상구 모라동 백양대로 848 무학@앞,1,50,,,,,부산지방경찰청,051-899-3056,2020-09-04,1321858,경찰청 부산광역시경찰청
F8741,부산광역시,사상구,3,66번,강변대로,,,부산 사상구 삼락동 29-2,35.178678,128.975255,사상구 삼락동 29-2 강변대로 삼락강변체육공원앞,1,80,,,,,부산지방경찰청,051-899-3057,2020-09-04,1321858,경찰청 부산광역시경찰청
F8742,부산광역시,사상구,3,41번,낙동대로,,,부산 사상구 삼락동 29-13,35.183132,128.976156,사상구 삼락동 낙동대로 1380 사상양수장교차로,1,50,,,,,부산지방경찰청,051-899-3058,2020-09-04,1321858,경찰청 부산광역시경찰청
F8743,부산광역시,사상구,3,35번,백양대로,,,부산 사상구 주례동 230-5,35.152611,129.008884,사상구 주례동 백양대로 392 보훈주유소 맞은편,1,50,,,,,부산지방경찰청,051-899-3059,2020-09-04,1321858,경찰청 부산광역시경찰청
F8744,부산광역시,연제구,3,66번,아시아드대로,,,부산 연제구 거제동 1499-6,35.193754,129.066773,연제구 거제1동 1499-6 아시아드대로 쌍용@앞,1,50,,,,,부산지방경찰청,051-899-3060,2020-09-04,1321858,경찰청 부산광역시경찰청
F8745,부산광역시,영도구,99,0번,해양로,,,부산 영도구 동삼동 1125-29,35.075349,129.075371,영도구 동삼동 1125-29 해양로 해양연수원앞,1,50,,,,,부산지방경찰청,051-899-3061,2020-09-04,1321858,경찰청 부산광역시경찰청
F8746,부산광역시,해운대구,3,40번,해운대로,,,부산 해운대구 반여동 1477-12,35.193939,129.115832,해운대구 반여동 해운대로 11 원동교차로,1,50,,,,,부산지방경찰청,051-899-3062,2020-09-04,1321858,경찰청 부산광역시경찰청
F8747,부산광역시,해운대구,3,91번,반송로,,,부산 해운대구 석대동 591-23,35.219922,129.128094,해운대구 석대동 591-23 반송로 세양물류앞,1,50,,,,,부산지방경찰청,051-899-3063,2020-09-04,1321858,경찰청 부산광역시경찰청
F8748,부산광역시,강서구,3,1001번,생곡로,,,부산 강서구 생곡동 113-2,35.136289,128.890626,강서구 생곡동 113-2 생곡로 장락새동네앞,2,60,,,,,부산지방경찰청,051-899-3064,2020-09-04,1321858,경찰청 부산광역시경찰청
