,사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도,x,y 
11,2011041500100201,2011년 4월 15일 10시,금요일,경기도 오산시 수청동,중상사고,0,1,2,0,차대차 - 측면직각충돌,기타,포장 - 건조,맑음,교차로 - 교차로안,화물,남,55세,상해없음,승용,남,46세,경상,205223.7338,407929.6818
12,2011050100100389,2011년 5월 1일 17시,일요일,경기도 오산시 원동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 횡단보도상,원동기,남,40세,상해없음,보행자,여,8세,경상,206772.0081,405526.8881
13,2011051600100350,2011년 5월 16일 17시,월요일,경기도 오산시 오산동,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,단일로 - 횡단보도상,승합,남,59세,상해없음,보행자,남,10세,중상,206851.3126,406044.5115
14,2011051700100561,2011년 5월 17일 20시,화요일,경기도 오산시 오산동,경상사고,0,0,2,0,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,화물,남,48세,상해없음,승용,여,37세,경상,206068.2332,406190.4436
15,2011052400100568,2011년 5월 24일 22시,화요일,경기도 오산시 청학동,중상사고,0,1,2,0,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,45세,상해없음,승용,남,53세,경상,205455.6534,405685.0162
16,2011052500100314,2011년 5월 25일 16시,수요일,경기도 오산시 오산동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승합,남,46세,상해없음,자전거,남,12세,중상,206997.2198,406642.5177
17,2011060300100137,2011년 6월 3일 08시,금요일,경기도 오산시 원동,중상사고,0,1,6,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 횡단보도상,승합,남,57세,상해없음,보행자,남,41세,중상,206119.8083,403996.8461
18,2011060500100266,2011년 6월 5일 13시,일요일,경기도 오산시 금암동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,34세,상해없음,보행자,남,2세,경상,204074.9696,407988.6504
19,2011060600100139,2011년 6월 6일 10시,월요일,경기도 오산시 원동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,단일로 - 횡단보도상,원동기,남,22세,상해없음,보행자,여,3세,경상,206080.6898,405535.2496
20,2011060800100300,2011년 6월 8일 15시,수요일,경기도 오산시 오산동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 기타,화물,남,51세,상해없음,보행자,남,12세,중상,206438.7214,406315.4452
21,2011061400100316,2011년 6월 14일 15시,화요일,경기도 오산시 오산동,경상사고,0,0,3,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,72세,상해없음,보행자,여,53세,경상,206135.6772,405731.6171
22,2011061500100129,2011년 6월 15일 08시,수요일,경기도 오산시 부산동,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,기타불명,기타불명,기타불명,기타불명,자전거,남,12세,부상신고,207303.4529,404533.2927
23,2011061500100328,2011년 6월 15일 16시,수요일,경기도 오산시 오산동,중상사고,0,1,6,1,차대차 - 측면직각충돌,직진우회전진행방해,포장 - 건조,맑음,단일로 - 기타,승합,여,39세,상해없음,승합,남,59세,부상신고,205806.32,405584.8239
24,2011070800100540,2011년 7월 8일 21시,금요일,경기도 오산시 오산동,중상사고,0,2,2,0,차대차 - 정면충돌,신호위반,포장 - 습기,비,교차로 - 교차로안,승용,남,29세,상해없음,승용,남,38세,중상,206628.6995,405954.3028
25,2011071000100294,2011년 7월 10일 15시,일요일,경기도 오산시 원동,경상사고,0,0,4,0,차대차 - 추돌 - 진행중,안전운전불이행,포장 - 습기,비,교차로 - 교차로부근,승용,여,20세,상해없음,승용,남,31세,경상,206529.4415,405236.4951
26,2011071700100337,2011년 7월 17일 17시,일요일,경기도 오산시 갈곶동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 횡단보도상,승용,여,38세,상해없음,보행자,남,10세,중상,206138.2585,403722.8347
27,2011071900100333,2011년 7월 19일 14시,화요일,경기도 오산시 금암동,중상사고,0,1,1,0,차대차 - 추돌 - 주정차중,과속,포장 - 건조,맑음,기타 - 기타,승합,남,56세,상해없음,화물,남,45세,기타불명,204028.3672,408099.4485
28,2011072400100267,2011년 7월 24일 15시,일요일,경기도 오산시 오산동,중상사고,0,1,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,흐림,교차로 - 교차로부근,승용,남,53세,상해없음,보행자,남,3세,경상,206089.3597,405788.3956
29,2011072900100227,2011년 7월 29일 11시,금요일,경기도 오산시 오산동,중상사고,0,1,2,0,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,33세,상해없음,승용,남,36세,경상,206484.0122,406263.6633
30,2011081000100313,2011년 8월 10일 15시,수요일,경기도 오산시 금암동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,56세,상해없음,보행자,여,7세,중상,203967.8087,408580.3187
31,2011081200100401,2011년 8월 12일 16시,금요일,경기도 오산시 궐동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 습기,비,교차로 - 교차로부근,기타불명,기타불명,기타불명,기타불명,보행자,남,6세,경상,204972.9243,406925.9634
32,2011082300100342,2011년 8월 23일 15시,화요일,경기도 오산시 세교동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,38세,상해없음,보행자,여,6세,경상,203587.5314,410121.9209
33,2011082600100008,2011년 8월 26일 00시,금요일,경기도 오산시 오산동,중상사고,0,1,12,0,차대차 - 추돌 - 진행중,안전운전불이행,포장 - 건조,맑음,단일로 - 횡단보도부근,화물,남,30세,중상,승용,남,37세,경상,206523.27300000002,404888.3245
34,2011082800100368,2011년 8월 28일 16시,일요일,경기도 오산시 오산동,경상사고,0,0,4,0,차대차 - 측면직각충돌,직진우회전진행방해,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,35세,상해없음,승용,남,42세,경상,206012.24300000002,405614.9206
35,2011082900100446,2011년 8월 29일 17시,월요일,경기도 오산시 오산동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,기타불명,기타불명,기타불명,보행자,여,4세,경상,206031.4991,405377.9282
36,2011090300100152,2011년 9월 3일 08시,토요일,경기도 오산시 누읍동,중상사고,0,1,0,0,차대차 - 측면직각충돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,여,33세,상해없음,승합,남,43세,상해없음,204317.1836,404739.6459
37,2011090500100516,2011년 9월 5일 18시,월요일,경기도 오산시 궐동,중상사고,0,1,2,0,차대차 - 측면직각충돌,안전거리미확보,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,54세,상해없음,승용,남,31세,상해없음,205118.8741,406756.6656
38,2011091400100459,2011년 9월 14일 19시,수요일,경기도 오산시 금암동,중상사고,0,2,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,원동기,남,33세,중상,보행자,남,10세,중상,204501.2909,408339.0357
39,2011092000100417,2011년 9월 20일 19시,화요일,경기도 오산시 오산동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,43세,상해없음,보행자,남,11세,경상,205933.4999,405370.409
40,2011092300100228,2011년 9월 23일 11시,금요일,경기도 오산시 외삼미동,중상사고,0,1,5,0,차대차 - 측면직각충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,여,40세,상해없음,화물,남,54세,중상,205602.7455,410042.5156
41,2011093000100484,2011년 9월 30일 17시,금요일,경기도 오산시 오산동,경상사고,0,0,2,0,차대차 - 정면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,31세,상해없음,승용,여,34세,경상,206628.6995,405954.3028
42,2011100300100453,2011년 10월 3일 19시,월요일,경기도 오산시 청학동,경상사고,0,0,3,0,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,54세,상해없음,승용,여,49세,경상,205625.8925,406032.0504
43,2011100600100270,2011년 10월 6일 14시,목요일,경기도 오산시 부산동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,자전거,남,8세,상해없음,보행자,여,7세,중상,207114.9802,406507.0844
44,2011100800100422,2011년 10월 8일 17시,토요일,경기도 오산시 원동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,43세,상해없음,보행자,여,11세,경상,206084.18899999998,405061.0802
45,2011101000100116,2011년 10월 10일 08시,월요일,경기도 오산시 오산동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,52세,상해없음,보행자,남,7세,경상,205829.6501,405523.9227
46,2011111800100457,2011년 11월 18일 17시,금요일,경기도 오산시 금암동,중상사고,0,1,2,0,차대차 - 측면직각충돌,신호위반,포장 - 건조,맑음,단일로 - 기타,승용,남,42세,상해없음,승합,남,25세,중상,204667.8671,407862.7257
47,2011112800100341,2011년 11월 28일 15시,월요일,경기도 오산시 원동,중상사고,0,1,0,0,차대사람 - 기타,보행자보호의무위반,포장 - 건조,맑음,단일로 - 횡단보도상,기타불명,기타불명,기타불명,기타불명,보행자,남,11세,중상,206775.4217,405258.7997
48,2011120100100531,2011년 12월 1일 21시,목요일,경기도 오산시 오산동,사망사고,1,0,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,60세,상해없음,보행자,남,7세,사망,205737.943,405461.4149
49,2011121700100332,2011년 12월 17일 13시,토요일,경기도 오산시 수청동,경상사고,0,0,6,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,29세,상해없음,승용,남,38세,경상,205674.5534,407808.0097
50,2012013000100238,2012년 1월 30일 14시,월요일,경기도 오산시 부산동,중상사고,0,9,10,0,차대차 - 측면직각충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승합,남,47세,상해없음,화물,남,30세,중상,206999.1414,406657.5338
51,2012030200100328,2012년 3월 2일 15시,금요일,경기도 오산시 가수동,경상사고,0,0,2,0,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,49세,상해없음,승용,남,37세,경상,205436.11,405596.8784
52,2012030900100357,2012년 3월 9일 18시,금요일,경기도 오산시 오산동,중상사고,0,1,0,0,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 횡단보도부근,승용,남,28세,상해없음,자전거,남,11세,중상,206769.5363,406565.2874
53,2012030900100452,2012년 3월 9일 20시,금요일,경기도 오산시 원동,중상사고,0,1,0,0,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,50세,상해없음,보행자,남,12세,중상,206614.5244,405417.0149
54,2012032500100149,2012년 3월 25일 10시,일요일,경기도 오산시 수청동,중상사고,0,1,2,0,차대차 - 추돌 - 주정차중,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,남,39세,상해없음,승용,여,45세,중상,205325.2209,408224.3332
55,2012032700100108,2012년 3월 27일 08시,화요일,경기도 오산시 궐동,경상사고,0,0,3,0,차대차 - 측면직각충돌,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,28세,상해없음,승합,남,49세,경상,205264.1873,406518.33700000006
56,2012041100100349,2012년 4월 11일 13시,수요일,경기도 오산시 오산동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,30세,상해없음,보행자,남,6세,경상,205239.3137,406682.2708
57,2012042400100600,2012년 4월 24일 22시,화요일,경기도 오산시 원동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,여,21세,상해없음,보행자,남,12세,중상,206500.4797,404087.8869
58,2012042600100272,2012년 4월 26일 10시,목요일,경기도 오산시 오산동,경상사고,0,0,3,0,차대차 - 측면직각충돌,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,31세,상해없음,승용,여,38세,경상,206538.9379,405522.6587
59,2012043000100505,2012년 4월 30일 18시,월요일,경기도 오산시 오산동,경상사고,0,0,1,0,차대차 - 측면직각충돌,기타,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,46세,상해없음,자전거,남,8세,경상,206929.0397,405532.7177
60,2012050600100315,2012년 5월 6일 15시,일요일,경기도 오산시 외삼미동,중상사고,0,2,5,0,차대차 - 측면직각충돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,화물,남,43세,상해없음,승용,남,43세,중상,204131.9787,410077.7743
61,2012051000100349,2012년 5월 10일 15시,목요일,경기도 오산시 금암동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,여,36세,상해없음,보행자,남,9세,경상,203710.6262,408975.1185
62,2012051600100151,2012년 5월 16일 08시,수요일,경기도 오산시 가수동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,단일로 - 횡단보도상,승용,남,39세,상해없음,보행자,남,5세,경상,204424.9796,404976.30700000003
63,2012051600100194,2012년 5월 16일 09시,수요일,경기도 오산시 오산동,경상사고,0,0,3,0,차대차 - 측면직각충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,화물,남,67세,상해없음,승용,여,29세,경상,206464.5508,404071.6913
64,2012051600100347,2012년 5월 16일 15시,수요일,경기도 오산시 금암동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,53세,상해없음,보행자,여,6세,경상,203967.415,408465.2713
65,2012052500100613,2012년 5월 25일 21시,금요일,경기도 오산시 궐동,중상사고,0,1,2,0,차대차 - 추돌 - 주정차중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,30세,상해없음,승용,여,32세,중상,205320.2275,406704.706
66,2012052900100487,2012년 5월 29일 20시,화요일,경기도 오산시 금암동,중상사고,0,2,1,0,차대차 - 정면충돌,중앙선침범,포장 - 건조,맑음,단일로 - 기타,승용,남,53세,상해없음,승용,남,36세,중상,204023.5127,408640.6361
67,2012071500100420,2012년 7월 15일 17시,일요일,경기도 오산시 세교동,경상사고,0,0,2,0,차대차 - 측면직각충돌,교차로운행방법위반,포장 - 건조,맑음,단일로 - 기타,승용,남,40세,상해없음,화물,남,32세,경상,203708.7943,409891.4696
68,2012071600100308,2012년 7월 16일 15시,월요일,경기도 오산시 원동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 횡단보도부근,건설기계,남,44세,상해없음,보행자,여,4세,경상,207197.5159,404133.5759
69,2012071700100277,2012년 7월 17일 15시,화요일,경기도 오산시 수청동,중상사고,0,1,0,0,차대사람 - 기타,보행자보호의무위반,포장 - 건조,맑음,단일로 - 횡단보도상,이륜,남,20세,상해없음,보행자,여,8세,중상,206013.3161,407688.7479
70,2012072300100304,2012년 7월 23일 14시,월요일,경기도 오산시 오산동,중상사고,0,1,0,0,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,68세,상해없음,자전거,남,12세,중상,206961.5636,404486.4735
71,2012073100100583,2012년 7월 31일 23시,화요일,경기도 오산시 오산동,중상사고,0,2,1,0,차대차 - 기타,안전운전불이행,포장 - 습기,비,단일로 - 기타,승용,남,48세,상해없음,승용,남,32세,중상,206456.7808,406305.5364
72,2012080100100245,2012년 8월 1일 13시,수요일,경기도 오산시 원동,중상사고,0,1,0,0,차대사람 - 길가장자리구역통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,33세,상해없음,보행자,남,12세,중상,207145.7496,404085.2841
73,2012080100100310,2012년 8월 1일 15시,수요일,경기도 오산시 수청동,중상사고,0,2,1,0,차대차 - 추돌 - 진행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,38세,상해없음,승용,여,54세,중상,205961.355,407677.4696
74,2012080500100296,2012년 8월 5일 16시,일요일,경기도 오산시 오산동,경상사고,0,0,2,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 횡단보도상,승용,여,29세,상해없음,보행자,남,7세,경상,206071.9514,405295.1085
75,2012080700100350,2012년 8월 7일 16시,화요일,경기도 오산시 원동,중상사고,0,1,1,0,차대사람 - 보도통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,46세,상해없음,보행자,여,33세,중상,206980.8612,405950.1565
76,2012080900100365,2012년 8월 9일 17시,목요일,경기도 오산시 탑동,경상사고,0,0,1,0,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,51세,상해없음,자전거,여,9세,경상,204584.7769,403697.6442
77,2012081000100428,2012년 8월 10일 17시,금요일,경기도 오산시 원동,중상사고,0,1,0,0,차대사람 - 기타,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,39세,상해없음,보행자,여,6세,중상,206811.9358,405163.9544
78,2012081000100470,2012년 8월 10일 18시,금요일,경기도 오산시 내삼미동,경상사고,0,0,12,0,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,40세,상해없음,승합,남,39세,경상,204322.5298,409418.5191
79,2012081900100328,2012년 8월 19일 18시,일요일,경기도 오산시 오산동,중상사고,0,1,0,0,차대차 - 정면충돌,안전운전불이행,포장 - 건조,흐림,단일로 - 횡단보도상,승용,남,49세,상해없음,자전거,남,9세,중상,206997.0458,406675.5299
80,2012082900100101,2012년 8월 29일 08시,수요일,경기도 오산시 원동,부상신고사고,0,0,0,1,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,36세,상해없음,보행자,남,7세,부상신고,206442.8809,403817.4763
81,2012083000100581,2012년 8월 30일 23시,목요일,경기도 오산시 원동,경상사고,0,0,4,3,차대차 - 추돌 - 진행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,58세,상해없음,승합,남,51세,상해없음,207281.395,404922.3312
82,2012090600100521,2012년 9월 6일 18시,목요일,경기도 오산시 오산동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로안,승용,여,30세,상해없음,보행자,남,6세,경상,206621.2146,405666.149
83,2012092300100372,2012년 9월 23일 16시,일요일,경기도 오산시 오산동,경상사고,0,0,4,0,차대차 - 측면직각충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,74세,상해없음,승용,남,36세,경상,204043.6612,407665.35799999995
84,2012092400100442,2012년 9월 24일 17시,월요일,경기도 오산시 원동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,55세,상해없음,보행자,여,5세,경상,206375.5311,405397.7483
85,2012092800100633,2012년 9월 28일 19시,금요일,경기도 오산시 누읍동,중상사고,0,1,0,0,차대사람 - 보도통행중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 횡단보도상,화물,남,46세,상해없음,보행자,남,7세,중상,204238.3497,404702.2159
86,2012101100100477,2012년 10월 11일 17시,목요일,경기도 오산시 금암동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,이륜,남,47세,상해없음,보행자,남,8세,경상,203918.5323,408629.0782
87,2012101900100125,2012년 10월 19일 08시,금요일,경기도 오산시 금암동,경상사고,0,0,5,0,차대차 - 정면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,31세,경상,승용,여,41세,경상,203770.6891,408588.2828
88,2012102100100497,2012년 10월 21일 21시,일요일,경기도 오산시 오산동,경상사고,0,0,3,0,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,58세,상해없음,승용,여,37세,경상,205757.2756,405589.5674
89,2012102500100311,2012년 10월 25일 14시,목요일,경기도 오산시 궐동,경상사고,0,0,1,0,차대사람 - 기타,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,26세,상해없음,보행자,남,9세,경상,205642.1772,406738.4158
90,2012102500100358,2012년 10월 25일 16시,목요일,경기도 오산시 가수동,중상사고,0,1,3,0,차대차 - 추돌 - 주정차중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,64세,상해없음,승용,여,39세,중상,204680.6149,405064.6884
91,2012110800100403,2012년 11월 8일 18시,목요일,경기도 오산시 수청동,부상신고사고,0,0,0,1,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,32세,상해없음,보행자,여,1세,부상신고,205498.6556,407395.9196
92,2012111300100494,2012년 11월 13일 19시,화요일,경기도 오산시 고현동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,흐림,단일로 - 기타,승용,남,43세,상해없음,보행자,남,8세,중상,206952.4747,403743.1303
93,2012120400100240,2012년 12월 4일 11시,화요일,경기도 오산시 갈곶동,중상사고,0,1,3,0,차대차 - 측면직각충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,26세,상해없음,승용,남,62세,경상,206107.7495,403247.4856
94,2012120400100469,2012년 12월 4일 18시,화요일,경기도 오산시 원동,경상사고,0,0,3,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,54세,상해없음,보행자,여,42세,경상,206774.7205,405391.8488
95,2012120500100145,2012년 12월 5일 10시,수요일,경기도 오산시 수청동,경상사고,0,0,1,1,차대차 - 측면직각충돌,안전운전불이행,포장 - 적설,눈,교차로 - 교차로부근,승용,여,29세,상해없음,승합,여,63세,상해없음,205233.0325,407873.7087
96,2012121000100351,2012년 12월 10일 17시,월요일,경기도 오산시 누읍동,경상사고,0,0,3,0,차대차 - 측면직각충돌,직진우회전진행방해,포장 - 건조,맑음,교차로 - 교차로안,승용,남,44세,경상,승용,여,43세,경상,201037.4282,410141.4819
97,2012121100100382,2012년 12월 11일 17시,화요일,경기도 오산시 금암동,경상사고,0,0,1,0,차량단독 - 공작물충돌,안전운전불이행,포장 - 결빙,맑음,단일로 - 터널,승용,여,29세,상해없음,,,,,203713.0779,407561.5749
98,2012121300100526,2012년 12월 13일 21시,목요일,경기도 오산시 부산동,경상사고,0,0,4,0,차대차 - 추돌 - 주정차중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,화물,남,28세,상해없음,승용,남,42세,경상,207616.3697,406660.7874
99,2012122300100135,2012년 12월 23일 09시,일요일,경기도 오산시 오산동,중상사고,0,1,5,2,차대차 - 추돌 - 진행중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,60세,상해없음,승합,남,46세,경상,206106.0171,404335.9078
100,2013011700100336,2013년 1월 17일 17시,목요일,경기도 오산시 원동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,기타불명,기타불명,기타불명,기타불명,보행자,남,8세,경상,206224.1603,405266.8991
101,2013011800100617,2013년 1월 18일 23시,금요일,경기도 오산시 내삼미동,중상사고,0,3,2,0,차대차 - 측면직각충돌,중앙선침범,포장 - 습기,맑음,단일로 - 기타,승용,남,31세,상해없음,승용,남,66세,중상,205300.3892,408380.26399999997
102,2013012000100338,2013년 1월 20일 19시,일요일,경기도 오산시 외삼미동,경상사고,0,0,3,0,차대차 - 추돌 - 주정차중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,46세,상해없음,승용,남,36세,경상,205586.766,410037.4293
103,2013012400100161,2013년 1월 24일 08시,목요일,경기도 오산시 원동,중상사고,0,2,1,0,차대차 - 기타,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,69세,상해없음,승용,남,40세,상해없음,206953.9517,404222.3284
104,2013020900100297,2013년 2월 9일 18시,토요일,경기도 오산시 내삼미동,중상사고,0,1,5,0,차대차 - 추돌 - 진행중,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승합,남,62세,상해없음,승용,남,36세,경상,203640.3705,408828.6905
105,2013021600100253,2013년 2월 16일 13시,토요일,경기도 오산시 원동,경상사고,0,0,4,0,차대차 - 측면직각충돌,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,53세,상해없음,승용,여,38세,경상,206933.3656,404142.1882
106,2013022300100190,2013년 2월 23일 09시,토요일,경기도 오산시 원동,중상사고,0,2,2,0,차대차 - 정면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,57세,상해없음,승용,남,32세,중상,206522.121,404727.2545
107,2013022300100307,2013년 2월 23일 13시,토요일,경기도 오산시 원동,중상사고,0,2,1,0,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,61세,상해없음,승용,여,40세,중상,206543.0549,404741.3704
108,2013022800100258,2013년 2월 28일 13시,목요일,경기도 오산시 원동,경상사고,0,0,3,0,차대차 - 기타,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승합,남,59세,상해없음,승용,여,39세,경상,206134.5091,403864.8712
109,2013030900100298,2013년 3월 9일 13시,토요일,경기도 오산시 원동,경상사고,0,0,3,3,차대차 - 추돌 - 주정차중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,56세,상해없음,승용,남,63세,경상,206526.451,405234.4786
110,2013032200100377,2013년 3월 22일 17시,금요일,경기도 오산시 오산동,부상신고사고,0,0,0,1,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,기타불명,기타불명,기타불명,기타불명,보행자,여,12세,부상신고,205832.2927,405591.9636
111,2013032400100206,2013년 3월 24일 13시,일요일,경기도 오산시 오산동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,36세,상해없음,보행자,남,3세,경상,206275.5927,403859.6121
112,2013041100100435,2013년 4월 11일 19시,목요일,경기도 오산시 궐동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,40세,상해없음,보행자,여,8세,경상,205932.9642,406610.8975
113,2013041200100374,2013년 4월 12일 16시,금요일,경기도 오산시 원동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,39세,상해없음,보행자,여,8세,중상,207777.9634,404851.9187
114,2013041700100412,2013년 4월 17일 18시,수요일,경기도 오산시 누읍동,경상사고,0,0,1,0,차대사람 - 기타,신호위반,포장 - 건조,맑음,단일로 - 횡단보도상,승용,남,30세,상해없음,보행자,남,12세,경상,204260.9944,404771.3624
115,2013042700100474,2013년 4월 27일 18시,토요일,경기도 오산시 원동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,39세,상해없음,승용,남,33세,상해없음,206477.4206,404666.9952
